compilation error,[CE] cannot find symbol categoryPlot,,CategoryPlot CategoryPlot = this.categoryPlot.getPlot();
compilation error,[CE] cannot find symbol,,CategoryPlot CategoryPlot = getPlot();
increase failing tests, [FE] NullPointerException,,CategoryPlot CategoryPlot = new CategoryPlot();
compilation error,[CE] cannot find symbol Lists,,CategoryPlot CategoryPlot = Lists.newArrayList();
compilation error,[CE] cannot find symbol Maps,,CategoryPlot CategoryPlot = Maps.newHashMap();
compilation error,[CE] cannot find symbol categoryplot,,CategoryPlot CategoryPlot = this.categoryplot.getPlot();
compilation error,[CE] illegal start of expression,this.backgroundDomainMarkers = new HashMap(); ,if(this.backgroundDomainMarkers!= null) { this.backgroundDomainMarkers = new HashMap(); } else { this.backgroundDomainMarkers = new HashMap(); this.fields = new ObjectList(); this.domainAxisLocations = new ObjectList();
compilation error,[CE] cannot find symbol,,super.removeRangeMarker(marker);
compilation error,[CE] illegal start of expression,,if(marker!= null) { if(notify) { fireChangeEvent(); }
compilation error,[CE] illegal start of expression,,if(markers!= null) { if(notify) { fireChangeEvent(); }
compilation error,[CE] cannot find symbol,,super.removeRangeMarker(marker); if(notify) { fireChangeEvent(); }
compilation error,[CE] illegal start of expression,,if(marker!= null) { if(notify) { throw new IllegalArgumentException(""); }
compilation error,[CE] illegal start of expression,,if(markers!= null) { if(notify) { throw new IllegalArgumentException(""); }
compilation error,[CE] illegal start of expression,,if(marker!= null) { if(!notify) { throw new IllegalArgumentException(""); }
compilation error,[CE] illegal start of expression,,if(marker!= null) { if(!notify) { fireChangeEvent(); }
compilation error,[CE] illegal start of expression,,if(markers!= null) { if(!notify) { throw new IllegalArgumentException(""); }
compilation error,[CE] illegal start of expression,,if(markers!= null) { if(!notify) { fireChangeEvent(); }
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = this.renderers.set(0, renderer);
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer =(CategoryItemRenderer)this.renderers.set(0, renderer);
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = this.dataset.getRenderer();
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = new CategoryItemRenderer();
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = this.renderers.set(this);
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = new CategoryItemRenderer(this);
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer =(CategoryItemRenderer)super.getRenderer();
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = new CategoryItemRenderer(this.domainAxisLocation);
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = new CategoryItemRenderer(this.dataset);
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = this.renderers.get(this);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxis = new java.util.ArrayList();
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainCrosshairVisible = true;
compilation error,[CE] cannot find symbol domainAxis,,Preconditions.checkState(this.domainAxis!= null); this.domainAxis = new XYItemRenderer();
compilation error,[CE] cannot find symbol domainAxis,,Preconditions.checkState(this.domainAxis!= null); this.domainAxis = new java.util.ArrayList();
compilation error,[CE] call to super must be first statement in constructor,,super();
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxisVisible = true;
compilation error,[CE] cannot find symbol domainAxis,,Preconditions.checkState(this.domainAxis!= null); this.domainAxisVisible = true;
compilation error,[CE] generics are not supported in -source 1.4,,super(); this.domainAxis = new XYDataset < Object>();
compilation error,[CE] cannot find symbol domainAxis,,Preconditions.checkState(this.domainAxis!= null);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxis = new XYItemRenderer();
patch is same with buggy,,return removeDomainMarker(marker, Layer.FOREGROUND); ,return removeDomainMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeDomainMarker(marker, Layer.FOREGROUND); ,return marker.removeDomainMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeDomainMarker(marker, Layer.FOREGROUND); ,return removeNomainMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeDomainMarker(marker, Layer.FOREGROUND); ,return removeFomainMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeDomainMarker(marker, Layer.FOREGROUND); ,return deleteDomainMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeDomainMarker(marker, Layer.FOREGROUND); ,return getDomainMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeDomainMarker(marker, Layer.FOREGROUND); ,return removeAllPaths(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeDomainMarker(marker, Layer.FOREGROUND); ,return removeAllMarker(marker, Layer.FOREGROUND);
compilation error,[CE] cannot find symbol,return removeDomainMarker(marker, Layer.FOREGROUND); ,return removePosition(marker, Layer.FOREGROUND);
compilation error,[CE] ')' expected,return removeDomainMarker(marker, Layer.FOREGROUND); ,return removeDomainMarker(marker, Layer.FOREGROUND;
compilation error,[CE] generics are not supported in -source 1.4,,Class <?> yAxis = getAxis();
compilation error,[CE] cannot find symbol,,Event yAxis = event.getAxis();
compilation error,[CE] generics are not supported in -source 1.4,,Class <?> yAxis = event.getAxis();
compilation error,[CE] generics are not supported in -source 1.4,,CategoryPlot <?> yAxis = event.getAxis();
compilation error,[CE] generics are not supported in -source 1.4,,CategoryPlot <?> yAxis = getAxis();
compilation error,[CE] variable yAxis is already defined in method datasetChanged(DatasetChangeEvent),,CategoryAxis yAxis = getAxis();
compilation error,[CE] cannot find symbol,,Event yAxis = getAxis();
compilation error,[CE] cannot find symbol,,yAxis = getAxis();
compilation error,[CE] variable yAxis is already defined in method datasetChanged(DatasetChangeEvent),,CategoryPlot yAxis = EventUtil.getCategoryPlot(this);
compilation error,[CE] variable yAxis is already defined in method datasetChanged(DatasetChangeEvent),,CategoryPlot yAxis = EventUtil.getCurrentPlot(this);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxis = new java.util.ArrayList();
compilation error,[CE] call to super must be first statement in constructor,,super(DEFAULT_CROSSHAIR_STROKE, DEFAULT_CROSSHAIR_PAINT); this.annotations = new java.util.ArrayList();
compilation error,[CE] call to super must be first statement in constructor,,super(DEFAULT_CROSSHAIR_STROKE, DEFAULT_CROSSHAIR_PAINT);
compilation error,[CE] call to super must be first statement in constructor,,super(DEFAULT_CROSSHAIR_STROKE, DEFAULT_CROSSHAIR_PAINT); this.domainAxis = new java.util.ArrayList();
compilation error,[CE] call to super must be first statement in constructor,,super(DEFAULT_CROSSHAIR_STROKE, DEFAULT_CROSSHAIR_PAINT); this.domainAxis = new XYItemRenderer();
compilation error,[CE] call to super must be first statement in constructor,,super(DEFAULT_CROSSHAIR_STROKE, DEFAULT_CROSSHAIR_PAINT); this.domainCrosshairVisible = true;
compilation error,[CE] call to super must be first statement in constructor,,super(DEFAULT_CROSSHAIR_STROKE, DEFAULT_CROSSHAIR_PAINT); this.dataset = new java.util.ArrayList();
compilation error,[CE] generics are not supported in -source 1.4,,super(DEFAULT_CROSSHAIR_STROKE, DEFAULT_CROSSHAIR_PAINT); this.domainAxis = new XYDataset < Object>();
compilation error,[CE] call to super must be first statement in constructor,,super(DEFAULT_CROSSHAIR_STROKE, DEFAULT_CROSSHAIR_PAINT); this.domainAxisVisible = true;
compilation error,[CE] generics are not supported in -source 1.4,,super(DEFAULT_CROSSHAIR_STROKE, DEFAULT_CROSSHAIR_PAINT); this.domainAxis = new XYPlot < Object>();
compilation error,[CE] call to super must be first statement in constructor,,super(); this.rangeGridlinePaint = DEFAULT_GRIDLINE_PAINT;
compilation error,[CE] no suitable method found for addDomainMarker(CategoryAxis,Layer),,addDomainMarker(domainAxis, Layer.BACKGROUND); this.rangeGridlinePaint = DEFAULT_GRIDLINE_PAINT;
compilation error,[CE] cannot find symbol domainAxis,,this.domainAxis = domainAxis.getDomainAxis(); this.rangeGridlinePaint = DEFAULT_GRIDLINE_PAINT;
compilation error,[CE] no suitable method found for addDomainMarker(CategoryAxis,Layer),,addDomainMarker(domainAxis, Layer.BACKGROUND);
compilation error,[CE] incompatible types,,this.rangeGridlinePaint = new HashMap(); this.rangeGridlinePaint = new HashMap();
compilation error,[CE] cannot find symbol domainAxis,,this.domainAxis = domainAxis.getDomainAxis(); addDomainMarker(domainAxis, Layer.BACKGROUND);
compilation error,[CE] no suitable method found for addDomainMarker(CategoryAxis,Layer),,addDomainMarker(domainAxis, Layer.BACKGROUND); this.rangeGridlinePaint = 0.0;
compilation error,[CE] no suitable method found for addDomainMarker(CategoryAxis,Layer),,addDomainMarker(domainAxis, Layer.BACKGROUND); this.rangeGridlinePaint = new HashMap();
compilation error,[CE] cannot find symbol domainAxis,,this.domainAxis = domainAxis.getDomainAxis(); this.rangeGridlinePaint = 0.0;
patch is same with buggy,,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; ,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE;
compilation error,[CE] illegal start of expression,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; ,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; if(!this.rangeCrosshairStroke.equals("")) { this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE;
compilation error,[CE] ';' expected,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; ,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; if(!this.rangeCrosshairStroke.equals(DEFAULT_CROSSHAIR_STROKE)) { this.rangeCrosshairStroke = DEFAULT
compilation error,[CE] ';' expected,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; ,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; if(!this.rangeCrosshairStroke.equals(DEFAULT_CROSSHAIR_STROKE)) { this.rangeCrosshairStroke = DEFAULT_
compilation error,[CE] ,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; ,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; if(!this.rangeCrosshairStroke.equals("")) { this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE
compilation error,[CE] illegal start of expression,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; ,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; if(!this.rangeCrosshairStroke.equals("")) { this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; >>
compilation error,[CE] generics are not supported in -source 1.4,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; ,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; if(!this.rangeCrosshairStroke.equals("")) { this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; <
compilation error,[CE] illegal start of expression,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; ,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; if(!this.rangeCrosshairStroke.equals("")) { this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; [Delete]
compilation error,[CE] illegal start of expression,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; ,this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE; if(!this.rangeCrosshairStroke.equals("")) { this.rangeCrosshairStroke = DEFAULT_CROSSHAIR_STROKE;!=
compilation error,[CE] variable renderer is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,XYItemRenderer renderer =(XYItemRenderer)this.datasets.get(dataset);
compilation error,[CE] variable renderer is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,XYItemRenderer renderer = new XYItemRenderer();
compilation error,[CE] variable renderer is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,XYItemRenderer renderer = getXYItemRenderer();
compilation error,[CE] variable renderer is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,XYItemRenderer renderer = this.rangeAxis.getRenderer();
compilation error,[CE] variable renderer is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,XYItemRenderer renderer = new XYItemRenderer(this);
compilation error,[CE] variable renderer is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,XYItemRenderer renderer =(XYItemRenderer)this.domainAxis.getRenderer();
compilation error,[CE] variable renderer is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,XYItemRenderer renderer =(XYItemRenderer)this.datasets.get(0);
compilation error,[CE] variable renderer is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,XYItemRenderer renderer = new XYItemRenderer(this).setValueAxis(domainAxis);
compilation error,[CE] variable renderer is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,XYItemRenderer renderer = new XYItemRenderer(this).setPlot(this);
compilation error,[CE] variable renderer is already defined in constructor XYPlot(XYDataset,ValueAxis,ValueAxis,XYItemRenderer),,XYItemRenderer renderer = this.datasets.get(dataset);
patch is same with buggy,,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(   "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle("org.jfree.chart.plot.LocalizationBundle");
increase failing tests, [FE]  locale en,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(   "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(",org.jfree.chart.plot.LocalizationBundle");
increase failing tests, [FE]  locale en,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(   "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(".org.jfree.chart.plot.LocalizationBundle");
increase failing tests, [FE] AssertionFailedError,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(   "org.jfree.chart.plot.LocalizationBundle"); ,protected final ResourceBundle localizationResources = ResourceBundle.getBundle("org.jfree.chart.plot.LocalizationBundle");
patch is same with buggy,,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(   "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle( "org.jfree.chart.plot.LocalizationBundle");
compilation error,[CE] illegal start of expression,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(   "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(,"org.jfree.chart.plot.LocalizationBundle");
compilation error,[CE] cannot find symbol,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(   "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourcesBundle localizationResources = ResourceBundle.getBundle("org.jfree.chart.plot.LocalizationBundle");
compilation error,[CE] cannot find symbol ResourcesBundle,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(   "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localizationResources = ResourcesBundle.getBundle("org.jfree.chart.plot.LocalizationBundle");
compilation error,[CE] cannot find symbol localizationResources,protected static ResourceBundle localizationResources = ResourceBundle.getBundle(   "org.jfree.chart.plot.LocalizationBundle"); ,protected static ResourceBundle localeResources = ResourceBundle.getBundle("org.jfree.chart.plot.LocalizationBundle");
compilation error,[CE] cannot find symbol,,super.setDomainAxisLocation(location); notifyListeners(new AxisLocation(this));
compilation error,[CE] cannot find symbol,,super.setAxisLocation(getAxisLocation()); notifyListeners(new AxisChangeEvent(this));
compilation error,[CE] cannot find symbol,,super.setAxisLocation(location); notifyListeners(new AxisLocation(this));
compilation error,[CE] cannot find symbol,,super.setAxisLocation(getAxisLocation()); notifyListeners(new AxisEvent(this));
compilation error,[CE] cannot find symbol,,location.setAxisLocation(getAxisLocation()); notifyListeners(new AxisChangeEvent(this));
compilation error,[CE] cannot find symbol,,super.setDomainAxisLocation(location); notifyListeners(new AxisLocation(this, location));
compilation error,[CE] cannot find symbol,,super.setAxisLocation(location); notifyListeners(new AxisChangeEvent(this));
compilation error,[CE] cannot find symbol,,super.setDomainAxisLocation(index); notifyListeners(new AxisLocation(location));
compilation error,[CE] cannot find symbol,,super.setDomainAxisLocation(location); notifyListeners(new AxisLocation(getPlotInfo()));
compilation error,[CE] cannot find symbol,,super.setDomainAxisLocation(getAxisLocation()); notifyListeners(new AxisEvent(this));
compilation error,[CE] variable marker is already defined in method removeDomainMarker(Marker,Layer),,Marker marker = super.removeDomainMarker(layer, marker);
compilation error,[CE] variable marker is already defined in method removeDomainMarker(Marker,Layer),,Marker marker = super.removeDomainMarker(layer);
compilation error,[CE] variable marker is already defined in method removeDomainMarker(Marker,Layer),,Marker marker = super.removeDomainMarker(layer, marker); if(marker!= null) { throw new IllegalArgumentException(""); }
compilation error,[CE] variable marker is already defined in method removeDomainMarker(Marker,Layer),,Marker marker = super.removeDomainMarker(layer); if(marker!= null) { throw new IllegalArgumentException(""); }
compilation error,[CE] variable marker is already defined in method removeDomainMarker(Marker,Layer),,Marker marker = super.removeDomainMarker(layer); if(marker == null) { throw new IllegalArgumentException(""); }
compilation error,[CE] variable marker is already defined in method removeDomainMarker(Marker,Layer),,Marker marker =(Marker)super.removeDomainMarker(layer, marker);
compilation error,[CE] cannot find symbol,,super.removeDomainMarker(marker, layer);
compilation error,[CE] variable marker is already defined in method removeDomainMarker(Marker,Layer),,Marker marker = super.removeDomainMarker(layer, marker); if(marker!= null) { throw new IllegalStateException(""); }
compilation error,[CE] variable marker is already defined in method removeDomainMarker(Marker,Layer),,Marker marker = super.removeDomainMarker(layer); if(marker!= null) { throw new IllegalStateException(""); }
compilation error,[CE] variable marker is already defined in method removeDomainMarker(Marker,Layer),,Marker marker = super.removeDomainMarker(layer); if(marker == null) { throw new IllegalStateException(""); }
compilation error,[CE] variable result is already defined in method getDataset(int),,int result = getDataset(index);
compilation error,[CE] variable result is already defined in method getDataset(int),,int result = getDataset();
compilation error,[CE] variable index is already defined in method getDataset(int),,int index = getCategoryDataset().getIndex(); result = new CategoryDataset(index);
compilation error,[CE] variable index is already defined in method getDataset(int),,int index = getIndex(category); result = new CategoryDataset();
compilation error,[CE] variable index is already defined in method getDataset(int),,int index = getIndex(category); result.setValue(index);
compilation error,[CE] variable result is already defined in method getDataset(int),,int result = getDataset().getIndex();
compilation error,[CE] variable index is already defined in method getDataset(int),,int index = getCategoryIndex(); result = new CategoryDataset(index);
compilation error,[CE] variable index is already defined in method getDataset(int),,int index = getCategoryIndex(); result = new CategoryDataset(category);
compilation error,[CE] variable result is already defined in method getDataset(int),,Integer result = getDataset(index);
compilation error,[CE] variable result is already defined in method getDataset(int),,final int result = getDataset().getIndex();
compilation error,[CE] call to super must be first statement in constructor,,super();
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxisLocations = new ObjectList();
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxis = new ObjectList();
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkArgument(this.domainAxisLocations == null); this.rangeAxisLocations = new ObjectList();
compilation error,[CE] call to super must be first statement in constructor,,super(); this.dataset = new ObjectList();
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkArgument(this.domainAxisLocations!= null); this.rangeAxisLocations = new ObjectList();
compilation error,[CE] call to super must be first statement in constructor,,super(); this.datasetToDomainAxis = new ObjectList();
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = new CategoryItemRenderer(); this.dataset = new ObjectList();
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = new CategoryItemRenderer(); this.domainAxisLocations = new ObjectList();
compilation error,[CE] call to super must be first statement in constructor,,super(); this.rangeAxis = new ObjectList();
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = new CategoryItemRenderer();
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = new CategoryItemRenderer(this);
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = this.dataset.getRenderer();
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = getPlot();
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = getCurrentPlot();
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = this.datasetToDomainAxis(0, 0);
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = this.datasetToDomainAxis();
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = this.datasetToDomainAxis(this);
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = this.datasetToDomainAxis(0.0, 0.0);
compilation error,[CE] variable renderer is already defined in constructor CategoryPlot(CategoryDataset,CategoryAxis,ValueAxis,CategoryItemRenderer),,CategoryItemRenderer renderer = this.datasetToDomainAxis(true);
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkState(this.rangeAxes!= null);
compilation error,[CE] generics are not supported in -source 1.4,,XYPlot < Object> thisRangeAxes =(XYPlot)this.rangeAxes.get(i);
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkNotNull(this.rangeAxes);
compilation error,[CE] generics are not supported in -source 1.4,,XYPlot < Object> thisRangeAxes =(XYPlot)this.rangeAxes.get();
compilation error,[CE] generics are not supported in -source 1.4,,XYPlot < Object> rangeAxes = this.rangeAxes.get(i);
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkArgument(this.rangeAxes!= null);
compilation error,[CE] generics are not supported in -source 1.4,,XYPlot < Object> thisRangeAxes =(XYPlot)this.rangeAxes.get(0);
compilation error,[CE] generics are not supported in -source 1.4,,XYPlot < RangeAxis> rangeAxes = this.rangeAxes.get(i);
compilation error,[CE] generics are not supported in -source 1.4,,XYPlot < Object> thisRangeAxes =(XYPlot)this.rangeAxes.get(0);
compilation error,[CE] generics are not supported in -source 1.4,,XYPlot < Object> thisRangeAxes = this.rangeAxes.get(i);
patch is same with buggy,,this.rangeZeroBaselineStroke = new BasicStroke(0.5f); ,this.rangeZeroBaselineStroke = new BasicStroke(0.5f);
increase failing tests, [FE] AssertionFailedError,this.rangeZeroBaselineStroke = new BasicStroke(0.5f); ,this.rangeZeroBaselineStroke = new BasicStroke(2.0f);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.rangeAxisLocations.set(0, AxisLocation.BOTTOM_OR_LEFT);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainAxisLocations.set(0, AxisLocation.BOTTOM_OR_LEFT);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.rangeAxisLocations.set(0, AxisLocation.TOP_OR_LEFT);
patch is same with buggy,,if (this.datasets.size() > index) { ,if(this.datasets.size() > index) {
compilation error,[CE] cannot find symbol categoryDatasetCount,if (this.datasets.size() > index) { ,if(this.datasets.size() > index || this.datasets.size() > categoryDatasetCount) {
compilation error,[CE] cannot find symbol categoryDataset,if (this.datasets.size() > index) { ,if(this.datasets.size() > index || this.datasets.size() > categoryDataset.size()) {
increase failing tests, [FE] NullPointerException,if (this.datasets.size() > index) { ,if(this.datasets.size() < index) {
compilation error,[CE] bad operand types for binary operator '||',if (this.datasets.size() > index) { ,if(this.datasets.size() > index || this.datasets.get(index)) {
compilation error,[CE] cannot find symbol SIZES,if (this.datasets.size() > index) { ,if(this.datasets.size() > index || this.datasets.size() > CategoryDataset.SIZES) {
compilation error,[CE] illegal start of expression,} ,mapDatasetToDomainAxis = Maps.newHashMap(); this.axisIndex = axisIndex;
compilation error,[CE] illegal start of expression,} ,this.axisIndex = Integer.parseInt(axisIndex);
compilation error,[CE] illegal start of expression,} ,mapDatasetToDomainAxis = Maps.newHashMap(); this.axisIndex = index;
compilation error,[CE] illegal start of expression,} ,this.axisIndex = axisIndex + 1;
compilation error,[CE] illegal start of expression,} ,mapDatasetToDomainAxis = Maps.newHashMap();
compilation error,[CE] illegal start of expression,} ,mapDatasetToDomainAxis = Maps.newHashMap(); this.axisIndex += axisIndex;
compilation error,[CE] illegal start of expression,} ,this.axisIndex = axisIndex;
compilation error,[CE] illegal start of expression,} ,this.axisIndex = Integer.parseInt(this.axisIndex);
compilation error,[CE] illegal start of expression,} ,this.axisIndex = Integer.parseInt(axisIndex); fireDatasetChanged();
compilation error,[CE] illegal start of expression,} ,this.axisIndex = indexOf(axisIndex);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainZeroBaselinePaint = Color.black;
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkState(this.domainZeroBaselinePaint!= Color.black); this.domainZeroBaselinePaint = Color.black;
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkState(this.domainZeroBaselinePaint == Color.black); this.domainZeroBaselinePaint = Color.black;
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkNotNull(this.domainZeroBaselinePaint); this.domainZeroBaselinePaint = Color.black;
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkState(this.domainZeroBaselinePaint!= Color.black); this.domainZeroBaselineStroke = new BasicStroke(0.5f);
compilation error,[CE] cannot find symbol,,renderer.setDataset(dataset); this.domainZeroBaselinePaint = Color.black;
compilation error,[CE] cannot find symbol Preconditions,,Preconditions.checkState(this.domainZeroBaselinePaint!= Color.black); this.domainZeroBaselinePaint = new BasicPaint(0.5f);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainZeroBaselineStroke = new BasicStroke(0.5f);
compilation error,[CE] call to super must be first statement in constructor,,super(); this.domainCrosshairVisible = true;
compilation error,[CE] cannot find symbol domainAxis,,Preconditions.checkNotNull(this.domainAxis); this.domainCrosshairVisible = true;
patch is same with buggy,,private DatasetRenderingOrder renderingOrder = DatasetRenderingOrder.REVERSE; ,private DatasetRenderingOrder renderingOrder = DatasetRenderingOrder.REVERSE;
