projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,subtree,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),this);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),result);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),Token.BLOCK);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),Token.FUNCTION);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,double_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,3);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right+2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)+2;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)/MAX_FOLD_NUMBER+1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right),MAX_FOLD_NUMBER+2;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right),MAX_FOLD_NUMBER+1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right),MAX_FOLD_NUMBER+1-1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right),MAX_FOLD_NUMBER+2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)-MAX_FOLD_NUMBER+1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,MISSING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,FIELD_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,FACTIONAL_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,MAX_FOLD_NUMBER-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right)-1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,MAX_FOLD_NUMBER_ERROR-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,MAX_FOLD_NUMBER+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,double_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,0);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,MAX_FOLD_NUMBER;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,FRACTIONAL_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,MISSING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,FIELD_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,DEFAULT_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,MAX_FOLD_NUMBER+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right)+1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLastChildOp(subtree);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLastChildOp(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(subtree,left,right,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldBinaryOperator(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(subtree,left,right,subtree);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(subtree,left,right,subtree.cloneTree());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(subtree,left,right,MISSING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(subtree,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,subtree.clone());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,subtree.cloneTree(),MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,result.cloneTree());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,subtree.clonePosition());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,subtree.cloneBinaryOperator());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,token.cloneTree());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,subtree.cloneTree(),MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,subtree.clone());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,result.cloneTree());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,subtree.cloneBinaryOperator());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,subtree.cloneTree(),this);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMoveChildOp(subtree,left,right,subtree.clonePosition());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(null,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,right,left,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,null);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,MAX_FOLD_NUMBER-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLocalOperator(subtree,left,right-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,token.cloneTree(),MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,parent.cloneTree());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,result.cloneTree());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,subtree,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),0);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),5);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),6);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(null,left,right,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtrae,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,right,left);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(null,left,right,subtree);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right-1,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right/1+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right-1,MAX_FOLD_NUMBER+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldBinaryOperator(subtree,left,right);returntryFoldLeftChildOp(result,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldFirstChildOp(subtree,left,right);returntryFoldLeftChildOp(result,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(null,left,right);returntryFoldLeftChildOp(result,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneChildren(),MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneNodeChildren());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneChildren(),1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)/2;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)/3;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)/4;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right)/1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right)/1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree()+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree+2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.nextToken()+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,result+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,FACTIONAL_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158default:returntryFoldLeftChildOp(subtree,left,right,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158default:returntryFoldBinaryOperator(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158default:returntryFoldLeftChildOp(subtree,left,right,result);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158default:returntryFoldLeftChildOp(subtree,left,right,BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158default:returntryFoldLeftChildOp(subtree,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158default:returntryFoldLeftChildOp(subtree,left,right,subtree);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)-2;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right)-1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)-1+1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,MAX_FOLD_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,MAX_FOLD_NUMBER_ERROR,MISSING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,MISSING_A_NON_NUMBER_ERROR,MAX_FOLD_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,result,MISSING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,MISSING_A_NON_NUMBER_ERROR,MAX_FOLD_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,SHIFT_AMOUNT_OUT_OF_BOUNDS);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,MAX_FOLD_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(null,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,right,left,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLocalOperator(subtree,left,right,true);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldOperator(subtree,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldUnknownOperator(subtree,left,right,true);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,FRACTIONAL_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,FIELD_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,this.BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,this.bitWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLocalOperator(subtree,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,this,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,subtree);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,FRACTIONAL_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,DEFAULT_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,FACTIONAL_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,null);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,this,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,0);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,MAX_FOLD_NUMBER+2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,MAX_FOLD_NUMBER+1-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,MAX_FOLD_NUMBER+3);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,max_FOLD_NUMBER+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldBinaryOperator(subtree,left,right);returntryFoldLeftChildOp(subtree,result,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldFirstChildOp(subtree,left,right);returntryFoldLeftChildOp(subtree,result,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldLeftChildOp(null,left,right);returntryFoldLeftChildOp(subtree,result,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldCallOperator(subtree,left,right);returntryFoldLeftChildOp(subtree,result,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.clone(),MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,result.clone());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,subtree.clone());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.clone(),1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.clone(),false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right,MAX_FOLD_NUMBER-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right)-1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMaximumChildOp(subtree,left,right-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right-2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,MAX_FOLD_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,MISSING_A_NON_NUMBER_ERROR,MAX_FOLD_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,MISSING_A_NON_NUMBER_ERROR,SHIFT_AMOUNT_OUT_OF_BOUNDS);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,INVALID_GETELEM_INDEX_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,MISSING_A_NON_NUMBER_ERROR,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,MISSING_A_NON_NUMBER_ERROR,MAX_FOLD_NUMBER_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,double_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,max_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,MAX_FOLD_NUMBER;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right,MULTIPLE_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,MULTIPLE_BITWISE_OPERAND,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.clonePosition(),MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.clonePosition()+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right)/1;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right)+2;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right)+0;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right)+3;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMinimumChildOp(subtree,left,right)+4;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,MAX_FOLD_NUMBER-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,INVALID_GETELEM_INDEX_ERROR,MAX_FOLD_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,INVALID_GETELEM_INDEX_ERROR,NEGATING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,INVALID_GETELEM_INDEX_ERROR,MISSING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,NEGATING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,MAX_FOLD_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)+0;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right)+3;
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158result=tryFoldLeftChildOp(subtree,left,right,MAX_FOLD_NUMBER);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158result=tryFoldLeftChildOp(subtree,left,right,MISSING_A_NON_NUMBER_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158result=tryFoldLeftChildOp(subtree,left,right,subtree);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158result=tryFoldBinaryOperator(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158result=tryFoldLeftChildOp(subtree,left,right,subtree.cloneTree());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158result=tryFoldLeftChildOp(subtree,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,left,right,true);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldMutator(subtree,right,left,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldShortMutator(subtree,left,right,false);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158default:returntryFoldBigDecimalChildOp(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158default:returntryFoldRightChildOp(subtree,left,right);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldBinaryOperator(subtree,left,right+1-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),DEFAULT_GETELEM_INDEX_ERROR);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),MAX_FOLD_NUMBER+1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree-1);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree+3);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldLeftChildOp(subtree,left,right,BITWISE_OPERAND_OUT_OF_RANGE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,null.clone());
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),NUMBER_OF_RANGE);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree.cloneTree(),DEFAULT_BITWISE_OPERAND);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right,subtree,2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right/2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158returntryFoldComparison(subtree,left,right*2);
projects/Closure74/src/com/google/javascript/jscomp/PeepholeFoldConstants.java158Noderesult=tryFoldBinaryOperator(subtree);returntryFoldLeftChildOp(result,left,right);
