bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action2	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }    [BUGGY]  int  pos  =  token.lastIndexOf( "= ");  [BUGGY]  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	308	308	1	add	int  pos  =  token.lastIndexOf( "= ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	5	1
92	[BUG]  [BUGGY]  int  pos  =  token.indexOf( "- ");  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]  int  pos  =  token.indexOf( "- ");  [BUGGY]  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	int  pos  =  token.indexOf( "- ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	11	1	replace
92	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]  int  pos  =  token.lastIndexOf( "= ");  [BUGGY]  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	add	int  pos  =  token.lastIndexOf( "= ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	11	1
93	[BUG]  [BUGGY]  int  pos  =  token.lastIndexOf( "= ");  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]  int  pos  =  token.lastIndexOf( "= ");  [BUGGY]  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	int  pos  =  token.lastIndexOf( "= ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	11	1	replace
93	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]  int  pos  =  token.indexOf( "-1 ");  [BUGGY]  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	add	int  pos  =  token.indexOf( "-1 ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	11	1
94	[BUG]  [BUGGY]  int  pos  =  token.indexOf( "-1 ");  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]  int  pos  =  token.indexOf( "-1 ");  [BUGGY]  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	int  pos  =  token.indexOf( "-1 ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	11	1	replace
94	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]  int  pos  =  token.indexOf( "+ ");  [BUGGY]  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	add	int  pos  =  token.indexOf( "+ ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	11	1
95	[BUG]  [BUGGY]  int  pos  =  token.indexOf( "+ ");  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]  int  pos  =  token.indexOf( "+ ");  [BUGGY]  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	int  pos  =  token.indexOf( "+ ");	int  pos  =  token.indexOf( "= ");  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	11	1	replace
95	[BUG]  [BUGGY]    [CE]  cannot  find  symbol  pos  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    [BUGGY]  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	  	int  pos  =  token.indexOf( "= ");  	non-compiled	[CE]  cannot  find  symbol  pos	11	None	replace
101	[BUG]  [BUGGY]    token.startsWith( "- ")?  token.substring(0,  pos):  token.substring(1,  pos);  [CE]  not  a  statement  [CONTEXT]  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  [BUGGY]    token.startsWith( "- ")?  token.substring(0,  pos):  token.substring(1,  pos);  [BUGGY]  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	310	310	1	replace	    token.startsWith( "- ")?  token.substring(0,  pos):  token.substring(1,  pos);		non-compiled	[CE]  not  a  statement	10	None	add
102	[BUG]  [BUGGY]    token.startsWith( "- "):  token.substring(0,  pos);  [CE]  [CONTEXT]  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  [BUGGY]    token.startsWith( "- "):  token.substring(0,  pos);  [BUGGY]  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	310	310	1	replace	    token.startsWith( "- "):  token.substring(0,  pos);		non-compiled	[CE]  	10	None	add
104	[BUG]  [BUGGY]    token.startsWith( "- ")?  token.substring(0,  pos):  token.substring(0,  pos);  [CE]  not  a  statement  [CONTEXT]  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  [BUGGY]    token.startsWith( "- ")?  token.substring(0,  pos):  token.substring(0,  pos);  [BUGGY]  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	310	310	1	replace	    token.startsWith( "- ")?  token.substring(0,  pos):  token.substring(0,  pos);		non-compiled	[CE]  not  a  statement	10	None	add
105	[BUG]  [BUGGY]    token.startsWith( "- ")?  token.substring(0,  optName):  token.substring(0,  pos);  [CE]  not  a  statement  [CONTEXT]  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  [BUGGY]    token.startsWith( "- ")?  token.substring(0,  optName):  token.substring(0,  pos);  [BUGGY]  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	310	310	1	replace	    token.startsWith( "- ")?  token.substring(0,  optName):  token.substring(0,  pos);		non-compiled	[CE]  not  a  statement	10	None	add
111	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    token  =  token.substring(0,  token.length()  -  1);  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	add	    token  =  token.substring(0,  token.length()  -  1);		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	12	1
112	[BUG]  [BUGGY]    token  =  token.substring(0,  token.length()  -  1);  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    token  =  token.substring(0,  token.length()  -  1);  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	    token  =  token.substring(0,  token.length()  -  1);		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	12	1	add
112	[BUG]  [BUGGY]    token  =  token.substring(0,  pos);  [CE]  cannot  find  symbol  pos  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    token  =  token.substring(0,  pos);  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	    token  =  token.substring(0,  pos);		non-compiled	[CE]  cannot  find  symbol  pos	12	None	add
114	[BUG]  [BUGGY]    token  =  token.substring(pos  +  1,  token.length());  [CE]  cannot  find  symbol  pos  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    token  =  token.substring(pos  +  1,  token.length());  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	    token  =  token.substring(pos  +  1,  token.length());		non-compiled	[CE]  cannot  find  symbol  pos	12	None	add
115	[BUG]  [BUGGY]    token  =  token.substring(pos  +  1);  [CE]  cannot  find  symbol  pos  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  [BUGGY]    token  =  token.substring(pos  +  1);  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	326	326	1	replace	    token  =  token.substring(pos  +  1);		non-compiled	[CE]  cannot  find  symbol  pos	12	None	add
121	[BUG]  [BUGGY]  [FE]  AssertionError  shouldParseShortOptionWithoutValue  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }    [BUGGY]    token  =  token.substring(0,  token.length()  -  1);  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	308	308	1	add	    token  =  token.substring(0,  token.length()  -  1);		compilable	  [FE]  AssertionError  shouldParseShortOptionWithoutValue	6	1
122	[BUG]  [BUGGY]    token  =  token.substring(0,  token.length()  -  1);  [FE]  AssertionError  shouldParseShortOptionWithoutValue  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }    [BUGGY]    token  =  token.substring(0,  token.length()  -  1);  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	308	308	1	replace	    token  =  token.substring(0,  token.length()  -  1);		compilable	  [FE]  AssertionError  shouldParseShortOptionWithoutValue	6	1	add
124	[BUG]  [BUGGY]    token  =  token.substring(0,  token.length()  -  1,  token.length());  [CE]  no  suitable  method  found  for  substring(int,int,int)  [CONTEXT]  private  boolean  isShortOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }    [BUGGY]    token  =  token.substring(0,  token.length()  -  1,  token.length());  [BUGGY]  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  return  options.hasShortOption(optName);  }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	308	308	1	replace	    token  =  token.substring(0,  token.length()  -  1,  token.length());		non-compiled	[CE]  no  suitable  method  found  for  substring(int,int,int)	6	None	add
131	[BUG]  [BUGGY]  return  options.getOption(optName);  [CE]  incompatible  types  [CONTEXT]  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  [BUGGY]  return  options.getOption(optName);  [BUGGY]    }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	310	310	1	replace	return  options.getOption(optName);	return  options.hasShortOption(optName);  	non-compiled	[CE]  incompatible  types	9	None	replace
132	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  [BUGGY]  return  options.hasOption(optName);  [BUGGY]    }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	310	310	1	add	return  options.hasOption(optName);	return  options.hasShortOption(optName);  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	9	1
133	[BUG]  [BUGGY]  return  options.hasOption(optName);  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  [BUGGY]  return  options.hasOption(optName);  [BUGGY]    }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	310	310	1	replace	return  options.hasOption(optName);	return  options.hasShortOption(optName);  	compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	9	1	replace
133	[BUG]  [BUGGY]  return  options.contains(optName);  [CE]  cannot  find  symbol  [CONTEXT]  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  [BUGGY]  return  options.contains(optName);  [BUGGY]    }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	310	310	1	replace	return  options.contains(optName);	return  options.hasShortOption(optName);  	non-compiled	[CE]  cannot  find  symbol	9	None	replace
134	[BUG]  [BUGGY]  return  options.containsKey(optName);  [CE]  cannot  find  symbol  [CONTEXT]  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  String  optName  =  pos  ==  -1  ?  token.substring(1)  :  token.substring(1,  pos);  [BUGGY]  return  options.containsKey(optName);  [BUGGY]    }  [CLASS]  DefaultParser  [METHOD]  isShortOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	310	310	1	replace	return  options.containsKey(optName);	return  options.hasShortOption(optName);  	non-compiled	[CE]  cannot  find  symbol	9	None	replace
141	[BUG]  [BUGGY]  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions  [CONTEXT]  private  boolean  isLongOption(String  token)  {  if  (!token.startsWith( "- ")  ||  token.length()  ==  1)  {  return  false;  }  int  pos  =  token.indexOf( "= ");  [BUGGY]    token  =  token.substring(pos  +  1);  [BUGGY]  String  t  =  pos  ==  -1  ?  token  :  token.substring(0,  pos);  if  (!options.getMatchingOptions(t).isEmpty())  {  return  true;  }  else  if  (getLongPrefix(token)  !=  null  &&  !token.startsWith( "-- "))  {  return  true;  [CLASS]  DefaultParser  [METHOD]  isLongOption  [RETURN_TYPE]  boolean  String  token  [VARIABLES]  Options  options  CommandLine  cmd  boolean  selected  skipParsing  stopAtNonOption  Option  currentOption  opt  List  expectedOpts  String  argument  currentToken  optName  option  t  token  value  int  pos  	projects/Cli38/src/main/java/org/apache/commons/cli/DefaultParser.java	0.7071067811865475	327	327	1	add	    token  =  token.substring(pos  +  1);		compilable	  [FE]  java.lang.AssertionError:  expected  null  shouldParseConcatenatedShortOptions	14	1
