bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action3	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }    [BUGGY]  double  yMin  =  f.value(initial);  [BUGGY]  if  (Math.abs(yMin)  <=  functionValueAccuracy)  {  setResult(yMin,  0);  return  result;  }  if  (yInitial  *  yMin  <  0)  {  return  solve(f,  min,  yMin,  initial,  yInitial,  min,  yMin);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	113	113	1	add	double  yMin  =  f.value(initial);	double  yMin  =  f.value(min);  	compilable	  [FE]  AssertionFailedError  testBadEndpoints	13	1
104	[BUG]  [BUGGY]  if(Math.abs(yInitial)  <=  initialAccuracy)  {  [CE]  cannot  find  symbol  initialAccuracy  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  clearResult();  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  [BUGGY]  if(Math.abs(yInitial)  <=  initialAccuracy)  {  [BUGGY]  setResult(initial,  0);  return  result;  }  double  yMin  =  f.value(min);  if  (Math.abs(yMin)  <=  functionValueAccuracy)  {  setResult(yMin,  0);  return  result;  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	107	107	1	replace	if(Math.abs(yInitial)  <=  initialAccuracy)  {	if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  	non-compiled	[CE]  cannot  find  symbol  initialAccuracy	11	None	replace
105	[BUG]  [BUGGY]    [CE]  illegal  start  of  type  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  clearResult();  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  [BUGGY]    [BUGGY]  setResult(initial,  0);  return  result;  }  double  yMin  =  f.value(min);  if  (Math.abs(yMin)  <=  functionValueAccuracy)  {  setResult(yMin,  0);  return  result;  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	107	107	1	replace	  	if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  	non-compiled	[CE]  illegal  start  of  type	11	None	replace
111	[BUG]  [BUGGY]    double  yMax  =  f.value(max);  [CE]  variable  yMax  is  already  defined  in  method  solve(UnivariateRealFunction,double,double,double)  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  clearResult();  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  [BUGGY]    double  yMax  =  f.value(max);  [BUGGY]  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }  double  yMin  =  f.value(min);  if  (Math.abs(yMin)  <=  functionValueAccuracy)  {  setResult(yMin,  0);  return  result;  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	107	107	1	replace	    double  yMax  =  f.value(max);		non-compiled	[CE]  variable  yMax  is  already  defined  in  method  solve(UnivariateRealFunction,double,double,double)	12	None	add
112	[BUG]  [BUGGY]    double  functionValueAccuracy  =  Math.abs(yInitial)  <  functionValueAccuracy);  [CE]  ';'  expected  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  clearResult();  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  [BUGGY]    double  functionValueAccuracy  =  Math.abs(yInitial)  <  functionValueAccuracy);  [BUGGY]  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }  double  yMin  =  f.value(min);  if  (Math.abs(yMin)  <=  functionValueAccuracy)  {  setResult(yMin,  0);  return  result;  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	107	107	1	replace	    double  functionValueAccuracy  =  Math.abs(yInitial)  <  functionValueAccuracy);		non-compiled	[CE]  ';'  expected	12	None	add
113	[BUG]  [BUGGY]    double  functionValueAccuracy  =  Math.abs(yInitial)  <=  functionValueAccuracy);  [CE]  ';'  expected  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  clearResult();  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  [BUGGY]    double  functionValueAccuracy  =  Math.abs(yInitial)  <=  functionValueAccuracy);  [BUGGY]  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }  double  yMin  =  f.value(min);  if  (Math.abs(yMin)  <=  functionValueAccuracy)  {  setResult(yMin,  0);  return  result;  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	107	107	1	replace	    double  functionValueAccuracy  =  Math.abs(yInitial)  <=  functionValueAccuracy);		non-compiled	[CE]  ';'  expected	12	None	add
114	[BUG]  [BUGGY]    double  functionValueAccuracy  =  Math.abs(yInitial)  >=  functionValueAccuracy);  [CE]  ';'  expected  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  clearResult();  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  [BUGGY]    double  functionValueAccuracy  =  Math.abs(yInitial)  >=  functionValueAccuracy);  [BUGGY]  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }  double  yMin  =  f.value(min);  if  (Math.abs(yMin)  <=  functionValueAccuracy)  {  setResult(yMin,  0);  return  result;  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	107	107	1	replace	    double  functionValueAccuracy  =  Math.abs(yInitial)  >=  functionValueAccuracy);		non-compiled	[CE]  ';'  expected	12	None	add
121	[BUG]  [BUGGY]    super.setValue(f.value(min),  max);  [CE]  cannot  find  symbol  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  [BUGGY]    super.setValue(f.value(min),  max);  [BUGGY]  clearResult();  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }    [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	102	102	1	replace	    super.setValue(f.value(min),  max);		non-compiled	[CE]  cannot  find  symbol	6	None	add
123	[BUG]  [BUGGY]    super.setValue(f.value(min,  initial));  [CE]  method  value  in  interface  UnivariateRealFunction  cannot  be  applied  to  given  types;  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  [BUGGY]    super.setValue(f.value(min,  initial));  [BUGGY]  clearResult();  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }    [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	102	102	1	replace	    super.setValue(f.value(min,  initial));		non-compiled	[CE]  method  value  in  interface  UnivariateRealFunction  cannot  be  applied  to  given  types;	6	None	add
124	[BUG]  [BUGGY]    if(f.value(min)  ==  max)  {  setResult(min,  0,  max);  }  [CE]  no  suitable  method  found  for  setResult(double,int,double)  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  [BUGGY]    if(f.value(min)  ==  max)  {  setResult(min,  0,  max);  }  [BUGGY]  clearResult();  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }    [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	102	102	1	replace	    if(f.value(min)  ==  max)  {  setResult(min,  0,  max);  }		non-compiled	[CE]  no  suitable  method  found  for  setResult(double,int,double)	6	None	add
125	[BUG]  [BUGGY]    if(f.value(min)  ==  max)  {  setResult(min,  initial);  }  [CE]  no  suitable  method  found  for  setResult(double,double)  [CONTEXT]  throws  MaxIterationsExceededException,  FunctionEvaluationException  {  [BUGGY]    if(f.value(min)  ==  max)  {  setResult(min,  initial);  }  [BUGGY]  clearResult();  verifySequence(min,  initial,  max);  double  yInitial  =  f.value(initial);  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }    [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	102	102	1	replace	    if(f.value(min)  ==  max)  {  setResult(min,  initial);  }		non-compiled	[CE]  no  suitable  method  found  for  setResult(double,double)	6	None	add
132	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]    double  yInitial  =  f.value(initial);  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }  double  yMin  =  f.value(min);  [BUGGY]  if(Math.abs(yMin)  <  functionValueAccuracy)  {  [BUGGY]  setResult(yMin,  0);  return  result;  }  if  (yInitial  *  yMin  <  0)  {  return  solve(f,  min,  yMin,  initial,  yInitial,  min,  yMin);  }    [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	114	114	1	add	if(Math.abs(yMin)  <  functionValueAccuracy)  {	if  (Math.abs(yMin)  <=  functionValueAccuracy)  {  	compilable	  [FE]  AssertionFailedError  testBadEndpoints	15	1
133	[BUG]  [BUGGY]  if(Math.abs(yMin)  <  functionValueAccuracy)  {  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]    double  yInitial  =  f.value(initial);  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }  double  yMin  =  f.value(min);  [BUGGY]  if(Math.abs(yMin)  <  functionValueAccuracy)  {  [BUGGY]  setResult(yMin,  0);  return  result;  }  if  (yInitial  *  yMin  <  0)  {  return  solve(f,  min,  yMin,  initial,  yInitial,  min,  yMin);  }    [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	114	114	1	replace	if(Math.abs(yMin)  <  functionValueAccuracy)  {	if  (Math.abs(yMin)  <=  functionValueAccuracy)  {  	compilable	  [FE]  AssertionFailedError  testBadEndpoints	15	1	replace
135	[BUG]  [BUGGY]    [CE]  illegal  start  of  type  [CONTEXT]    double  yInitial  =  f.value(initial);  if  (Math.abs(yInitial)  <=  functionValueAccuracy)  {  setResult(initial,  0);  return  result;  }  double  yMin  =  f.value(min);  [BUGGY]    [BUGGY]  setResult(yMin,  0);  return  result;  }  if  (yInitial  *  yMin  <  0)  {  return  solve(f,  min,  yMin,  initial,  yInitial,  min,  yMin);  }    [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	0.7071067811865475	114	114	1	replace	  	if  (Math.abs(yMin)  <=  functionValueAccuracy)  {  	non-compiled	[CE]  illegal  start  of  type	15	None	replace
141	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yInitial);  [BUGGY]    }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	add	return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yInitial);	return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  	compilable	  [FE]  AssertionFailedError  testBadEndpoints	1	1
142	[BUG]  [BUGGY]  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yInitial);  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yInitial);  [BUGGY]    }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	replace	return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yInitial);	return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  	compilable	  [FE]  AssertionFailedError  testBadEndpoints	1	1	replace
142	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]  return  solve(f,  initial,  yMin,  max,  yMax,  min,  yInitial);  [BUGGY]    }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	add	return  solve(f,  initial,  yMin,  max,  yMax,  min,  yInitial);	return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  	compilable	  [FE]  AssertionFailedError  testBadEndpoints	1	1
143	[BUG]  [BUGGY]  return  solve(f,  initial,  yMin,  max,  yMax,  min,  yInitial);  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]  return  solve(f,  initial,  yMin,  max,  yMax,  min,  yInitial);  [BUGGY]    }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	replace	return  solve(f,  initial,  yMin,  max,  yMax,  min,  yInitial);	return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  	compilable	  [FE]  AssertionFailedError  testBadEndpoints	1	1	replace
143	[BUG]  [BUGGY]  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial);  [CE]  no  suitable  method  found  for  solve(UnivariateRealFunction,double,double,double,double,double)  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial);  [BUGGY]    }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	replace	return  solve(f,  initial,  yMin,  max,  yMax,  yInitial);	return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  	non-compiled	[CE]  no  suitable  method  found  for  solve(UnivariateRealFunction,double,double,double,double,double)	1	None	replace
144	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yMin);  [BUGGY]    }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	add	return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yMin);	return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  	compilable	  [FE]  AssertionFailedError  testBadEndpoints	1	1
145	[BUG]  [BUGGY]  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yMin);  [FE]  AssertionFailedError  testBadEndpoints  [CONTEXT]  return  result;  }  if  (yInitial  *  yMax  <  0)  {  return  solve(f,  initial,  yInitial,  max,  yMax,  initial,  yInitial);  }    [BUGGY]  return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yMin);  [BUGGY]    }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  final  double  initial  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  initial  max  min  yInitial  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	138	138	1	replace	return  solve(f,  initial,  yMin,  max,  yMax,  yInitial,  yMin);	return  solve(f,  min,  yMin,  max,  yMax,  initial,  yInitial);  	compilable	  [FE]  AssertionFailedError  testBadEndpoints	1	1	replace
151	[BUG]  [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(f,  min,  max,  yMin,  yMax);  [CE]  no  suitable  method  found  for  createIllegalArgumentException(UnivariateRealFunction,double,double,double,double)  [CONTEXT]  }  else  if  (Math.abs(yMax)  <=  functionValueAccuracy)  {  setResult(max,  0);  ret  =  max;  }  else  {    [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(f,  min,  max,  yMin,  yMax);  [BUGGY]  NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	184	185	1	replace	throw  MathRuntimeException.createIllegalArgumentException(f,  min,  max,  yMin,  yMax);	throw  MathRuntimeException.createIllegalArgumentException(    NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  	non-compiled	[CE]  no  suitable  method  found  for  createIllegalArgumentException(UnivariateRealFunction,double,double,double,double)	3	None	replace
152	[BUG]  [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(min,  ret,  min,  max);  [CE]  no  suitable  method  found  for  createIllegalArgumentException(double,double,double,double)  [CONTEXT]  }  else  if  (Math.abs(yMax)  <=  functionValueAccuracy)  {  setResult(max,  0);  ret  =  max;  }  else  {    [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(min,  ret,  min,  max);  [BUGGY]  NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	184	185	1	replace	throw  MathRuntimeException.createIllegalArgumentException(min,  ret,  min,  max);	throw  MathRuntimeException.createIllegalArgumentException(    NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  	non-compiled	[CE]  no  suitable  method  found  for  createIllegalArgumentException(double,double,double,double)	3	None	replace
153	[BUG]  [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(f,  ret,  min,  max,  yMin,  yMax);  [CE]  no  suitable  method  found  for  createIllegalArgumentException(UnivariateRealFunction,double,double,double,double,double)  [CONTEXT]  }  else  if  (Math.abs(yMax)  <=  functionValueAccuracy)  {  setResult(max,  0);  ret  =  max;  }  else  {    [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(f,  ret,  min,  max,  yMin,  yMax);  [BUGGY]  NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	184	185	1	replace	throw  MathRuntimeException.createIllegalArgumentException(f,  ret,  min,  max,  yMin,  yMax);	throw  MathRuntimeException.createIllegalArgumentException(    NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  	non-compiled	[CE]  no  suitable  method  found  for  createIllegalArgumentException(UnivariateRealFunction,double,double,double,double,double)	3	None	replace
154	[BUG]  [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(min,  ret,  max,  yMin,  yMax);  [CE]  no  suitable  method  found  for  createIllegalArgumentException(double,double,double,double,double)  [CONTEXT]  }  else  if  (Math.abs(yMax)  <=  functionValueAccuracy)  {  setResult(max,  0);  ret  =  max;  }  else  {    [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException(min,  ret,  max,  yMin,  yMax);  [BUGGY]  NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  }  [CLASS]  BrentSolver  [METHOD]  solve  [RETURN_TYPE]  double  UnivariateRealFunction  f  final  double  min  final  double  max  [VARIABLES]  UnivariateRealFunction  f  String  NON_BRACKETING_MESSAGE  boolean  long  serialVersionUID  double  max  min  ret  sign  yMax  yMin  	projects/Math73/src/main/java/org/apache/commons/math/analysis/solvers/BrentSolver.java	1.0	184	185	1	replace	throw  MathRuntimeException.createIllegalArgumentException(min,  ret,  max,  yMin,  yMax);	throw  MathRuntimeException.createIllegalArgumentException(    NON_BRACKETING_MESSAGE,  min,  max,  yMin,  yMax);  	non-compiled	[CE]  no  suitable  method  found  for  createIllegalArgumentException(double,double,double,double,double)	3	None	replace
