bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action3	[BUG]  [BUGGY]  [FE]  NullPointerException  testGetParsedOptionValue  [CONTEXT]  public  boolean  hasArg()  {  [BUGGY]  return  numberOfArgs  >  1  ||  numberOfArgs  ==  UNLIMITED_VALUES;  [BUGGY]  }  [CLASS]  Option  [METHOD]  hasArg  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.5773502691896258	257	257	2	add	return  numberOfArgs  >  1  ||  numberOfArgs  ==  UNLIMITED_VALUES;	return  numberOfArgs  >  0  ||  numberOfArgs  ==  UNLIMITED_VALUES;  	compilable	  [FE]  NullPointerException  testGetParsedOptionValue	15	2
84	[BUG]  [BUGGY]    Class  <?>  type  =  getValues();  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  Object  getType()  {  [BUGGY]    Class  <?>  type  =  getValues();  [BUGGY]  return  type;  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	    Class  <?>  type  =  getValues();		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	6	None	add
85	[BUG]  [BUGGY]    Class  <?>  type  =  getRValues().class();  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  Object  getType()  {  [BUGGY]    Class  <?>  type  =  getRValues().class();  [BUGGY]  return  type;  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	    Class  <?>  type  =  getRValues().class();		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	6	None	add
91	[BUG]  [BUGGY]    longOpt  =  this.values.getLongOpt();  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]    longOpt  =  this.values.getLongOpt();  [BUGGY]  return  longOpt;  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	    longOpt  =  this.values.getLongOpt();		non-compiled	[CE]  cannot  find  symbol	12	None	add
92	[BUG]  [BUGGY]    longOpt  =(String)this.values.get(opt);  [CE]  method  get  in  interface  List  cannot  be  applied  to  given  types;  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]    longOpt  =(String)this.values.get(opt);  [BUGGY]  return  longOpt;  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	    longOpt  =(String)this.values.get(opt);		non-compiled	[CE]  method  get  in  interface  List  cannot  be  applied  to  given  types;	12	None	add
95	[BUG]  [BUGGY]    longOpt  =  getValues().toLongOpt();  [CE]  cannot  find  symbol  [CONTEXT]  public  String  getLongOpt()  {  [BUGGY]    longOpt  =  getValues().toLongOpt();  [BUGGY]  return  longOpt;  }  [CLASS]  Option  [METHOD]  getLongOpt  [RETURN_TYPE]  String  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	208	208	2	replace	    longOpt  =  getValues().toLongOpt();		non-compiled	[CE]  cannot  find  symbol	12	None	add
101	[BUG]  [BUGGY]    OptionBuilder  instance  =  getOptionBuilder();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  getOptionBuilder();  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  getOptionBuilder();		non-compiled	[CE]  cannot  find  symbol	20	None	add
102	[BUG]  [BUGGY]    OptionBuilder  instance  =  options.getOptionBuilder();  [CE]  cannot  find  symbol  options  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  options.getOptionBuilder();  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  options.getOptionBuilder();		non-compiled	[CE]  cannot  find  symbol  options	20	None	add
103	[BUG]  [BUGGY]    OptionBuilder  instance  =  option.getOptionBuilder();  [CE]  cannot  find  symbol  option  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  option.getOptionBuilder();  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  option.getOptionBuilder();		non-compiled	[CE]  cannot  find  symbol  option	20	None	add
104	[BUG]  [BUGGY]    OptionBuilder  instance  =  Option.getOption(argName);  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  Option.getOption(argName);  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  Option.getOption(argName);		non-compiled	[CE]  cannot  find  symbol	20	None	add
105	[BUG]  [BUGGY]    OptionBuilder  instance  =  getOptionBuilder().isRequired();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  isRequired()  {  [BUGGY]    OptionBuilder  instance  =  getOptionBuilder().isRequired();  [BUGGY]  OptionBuilder.required  =  true;  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  isRequired  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  hasArg  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  name  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.5	150	150	2	replace	    OptionBuilder  instance  =  getOptionBuilder().isRequired();		non-compiled	[CE]  cannot  find  symbol	20	None	add
111	[BUG]  [BUGGY]    OptionBuilder  instance  =  newType.getOptionBuilder();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder  instance  =  newType.getOptionBuilder();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder  instance  =  newType.getOptionBuilder();		non-compiled	[CE]  cannot  find  symbol	4	None	add
113	[BUG]  [BUGGY]    OptionBuilder  instance  =  newType.getOption(type);  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder  instance  =  newType.getOption(type);  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder  instance  =  newType.getOption(type);		non-compiled	[CE]  cannot  find  symbol	4	None	add
114	[BUG]  [BUGGY]    OptionBuilder  instance  =  newType.withOption(this);  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder  instance  =  newType.withOption(this);  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder  instance  =  newType.withOption(this);		non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	4	None	add
115	[BUG]  [BUGGY]    OptionBuilder  instance  =  withOption(newType);  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  withType(Class  newType)  {  OptionBuilder.type  =  newType;  [BUGGY]    OptionBuilder  instance  =  withOption(newType);  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  withType  [RETURN_TYPE]  OptionBuilder  Class  newType  [VARIABLES]  boolean  hasArg  newRequired  optionalArg  required  OptionBuilder  instance  char  sep  valuesep  Class  newType  type  String  argName  description  longopt  name  newLongopt  int  num  numArgs  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.8164965809277261	294	294	2	replace	    OptionBuilder  instance  =  withOption(newType);		non-compiled	[CE]  cannot  find  symbol	4	None	add
121	[BUG]  [BUGGY]    if(required!=  null)  {  Class  <?>  longOpt  =  getValues();  if(longOpt.isRequired())  {  required  =  true;  }  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  Class  <?>  longOpt  =  getValues();  if(longOpt.isRequired())  {  required  =  true;  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  Class  <?>  longOpt  =  getValues();  if(longOpt.isRequired())  {  required  =  true;  }		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	14	None	add
122	[BUG]  [BUGGY]    if(!required.isEmpty())  {  Class  <?>  longOpt  =  getValues();  if(longOpt!=  null)  {  required  =  true;  }  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(!required.isEmpty())  {  Class  <?>  longOpt  =  getValues();  if(longOpt!=  null)  {  required  =  true;  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(!required.isEmpty())  {  Class  <?>  longOpt  =  getValues();  if(longOpt!=  null)  {  required  =  true;  }		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	14	None	add
123	[BUG]  [BUGGY]    if(required!=  null)  {  Class  <?>  longOpt  =  getLongOpt();  if(longOpt.isRequired())  {  required  =  true;  }  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  Class  <?>  longOpt  =  getLongOpt();  if(longOpt.isRequired())  {  required  =  true;  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  Class  <?>  longOpt  =  getLongOpt();  if(longOpt.isRequired())  {  required  =  true;  }		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	14	None	add
124	[BUG]  [BUGGY]    if(required!=  null)  {  Class  <?>  longOpt  =  getValues();  if(longOpt!=  null)  {  required  =  true;  }  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  Class  <?>  longOpt  =  getValues();  if(longOpt!=  null)  {  required  =  true;  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  Class  <?>  longOpt  =  getValues();  if(longOpt!=  null)  {  required  =  true;  }		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	14	None	add
125	[BUG]  [BUGGY]    if(required!=  null)  {  Class  <?>  longOpt  =  getValues();  if(longOpt.isRequired())  {  optionalArg  =  true;  }  [CE]  generics  are  not  supported  in  -source  1.4  [CONTEXT]  public  boolean  isRequired()  {  [BUGGY]    if(required!=  null)  {  Class  <?>  longOpt  =  getValues();  if(longOpt.isRequired())  {  optionalArg  =  true;  }  [BUGGY]  return  required;  }  [CLASS]  Option  [METHOD]  isRequired  [RETURN_TYPE]  boolean  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.7071067811865475	288	288	2	replace	    if(required!=  null)  {  Class  <?>  longOpt  =  getValues();  if(longOpt.isRequired())  {  optionalArg  =  true;  }		non-compiled	[CE]  generics  are  not  supported  in  -source  1.4	14	None	add
131	[BUG]  [BUGGY]    OptionBuilder  instance  =  Option.getOption(argName);  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder  instance  =  Option.getOption(argName);  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder  instance  =  Option.getOption(argName);		non-compiled	[CE]  cannot  find  symbol	10	None	add
132	[BUG]  [BUGGY]    OptionBuilder  instance  =  Option.build();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder  instance  =  Option.build();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder  instance  =  Option.build();		non-compiled	[CE]  cannot  find  symbol	10	None	add
133	[BUG]  [BUGGY]    OptionBuilder  instance  =  Option.getOption(argName);  optionBuilder.isRequired();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder  instance  =  Option.getOption(argName);  optionBuilder.isRequired();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder  instance  =  Option.getOption(argName);  optionBuilder.isRequired();		non-compiled	[CE]  cannot  find  symbol	10	None	add
134	[BUG]  [BUGGY]    OptionBuilder.hasArg(instance);  [CE]  no  suitable  method  found  for  hasArg(OptionBuilder)  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder.hasArg(instance);  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder.hasArg(instance);		non-compiled	[CE]  no  suitable  method  found  for  hasArg(OptionBuilder)	10	None	add
135	[BUG]  [BUGGY]    OptionBuilder  instance  =  Option.getOption(argName);  optionBuilder.hasArg();  [CE]  cannot  find  symbol  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]    OptionBuilder  instance  =  Option.getOption(argName);  optionBuilder.hasArg();  [BUGGY]  return  instance;  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	    OptionBuilder  instance  =  Option.getOption(argName);  optionBuilder.hasArg();		non-compiled	[CE]  cannot  find  symbol	10	None	add
141	[BUG]  [BUGGY]  return  this.argName;  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]  return  this.argName;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	return  this.argName;	return  instance;  	non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	9	None	replace
142	[BUG]  [BUGGY]  return  optionBuilder;  [CE]  cannot  find  symbol  optionBuilder  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]  return  optionBuilder;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	return  optionBuilder;	return  instance;  	non-compiled	[CE]  cannot  find  symbol  optionBuilder	9	None	replace
143	[BUG]  [BUGGY]  return  this.optionalArg;  [CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]  return  this.optionalArg;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	return  this.optionalArg;	return  instance;  	non-compiled	[CE]  non-static  variable  this  cannot  be  referenced  from  a  static  context	9	None	replace
144	[BUG]  [BUGGY]  return  OptionBuilder.UNLIMITED_ARGUMENTS;  [CE]  cannot  find  symbol  UNLIMITED_ARGUMENTS  [CONTEXT]  public  static  OptionBuilder  hasArg()  {  OptionBuilder.numberOfArgs  =  1;  [BUGGY]  return  OptionBuilder.UNLIMITED_ARGUMENTS;  [BUGGY]  }  [CLASS]  OptionBuilder  [METHOD]  hasArg  [RETURN_TYPE]  OptionBuilder  [VARIABLES]  boolean  optionalArg  required  OptionBuilder  instance  char  valuesep  Class  type  String  argName  description  longopt  newLongopt  int  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/OptionBuilder.java	0.7071067811865475	113	113	2	replace	return  OptionBuilder.UNLIMITED_ARGUMENTS;	return  instance;  	non-compiled	[CE]  cannot  find  symbol  UNLIMITED_ARGUMENTS	9	None	replace
151	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  Object  getType()  {  [BUGGY]  return  this.type;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	add	return  this.type;	return  type;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	5	2
152	[BUG]  [BUGGY]  return  this.type;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  Object  getType()  {  [BUGGY]  return  this.type;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	return  this.type;	return  type;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	5	2	replace
152	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  Object  getType()  {  [BUGGY]  return  type  ==  null?  null  :  type;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	add	return  type  ==  null?  null  :  type;	return  type;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	5	2
153	[BUG]  [BUGGY]  return  type  ==  null?  null  :  type;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  Object  getType()  {  [BUGGY]  return  type  ==  null?  null  :  type;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	return  type  ==  null?  null  :  type;	return  type;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	5	2	replace
153	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  Object  getType()  {  [BUGGY]  return(type  ==  null)?  null  :  type;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	add	return(type  ==  null)?  null  :  type;	return  type;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	5	2
154	[BUG]  [BUGGY]  return(type  ==  null)?  null  :  type;  [FE]  AssertionFailedError  testGetParsedOptionValue  [CONTEXT]  public  Object  getType()  {  [BUGGY]  return(type  ==  null)?  null  :  type;  [BUGGY]  }  [CLASS]  Option  [METHOD]  getType  [RETURN_TYPE]  Object  [VARIABLES]  boolean  hasArg  optionalArg  required  char  valuesep  Class  type  List  values  String  argName  description  longOpt  opt  long  serialVersionUID  int  UNINITIALIZED  UNLIMITED_VALUES  numberOfArgs  	projects/Cli34/src/main/java/org/apache/commons/cli/Option.java	0.8164965809277261	188	188	2	replace	return(type  ==  null)?  null  :  type;	return  type;  	compilable	  [FE]  AssertionFailedError  testGetParsedOptionValue	5	2	replace
