projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Preconditions.checkState(n.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.getParent();n.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,n.cloneTree()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.getString()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.getName()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.getLastChild()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.name()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.cloneTree(),originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getLastChild(),n,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getLastChild(),ref,n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),ref,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,this);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING,null);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,null,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getLastChild(),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getLastChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),alias,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getFirstChild(),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNSAFE_NAMESPACE_WARNING,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,0L,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,false,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNSAFE_NAMESPACE_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNSAFE_NAMESPACE_REDEFINED_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING,UNSAFE_NAMESPACE_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),alias,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),originalName,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getFirstChild(),originalName,n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref),alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),alias,originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),alias);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getFirstChild(),alias);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),alias);parent.replaceChild(n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getLastChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getLastChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(nameMap.getLastChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),originalName,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,originalName,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,alias,initialized));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,alias,ref));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.getParent();n.replaceChild(parent,newNode(Token.NAMESPACE_REDEFINED),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429node.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,originalName),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,originalName),UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,alias),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,alias,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,alias,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,alias),ref));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,originalName,isObjKey);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,alias,isQName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,isObjKey,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,sourceName,isQName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,true,isQName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,false,isQName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getLastChild(),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(nameMap.getLastChild(),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(compiler.getLastChild(),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,ref.getLastChild(),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getFirstChild(),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),parent,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,originalName),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNSAFE_NAMESPACE_WARNING,globalNames);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNKNOWN_SIGNATURES,globalNames);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,UNSAFE_THIS,globalNames);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),originalName);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),alias);parent.replaceChild(n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getLastChild(),ref);parent.replaceChild(n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),n);parent.replaceChild(n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,parent.getLastChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,n.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent,ref.getLastChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent,n.getLastChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,parent.getLastChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.cloneTree(),originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,n.cloneTree()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.name()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.getType()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.type),alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.type),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.type),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.type),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=n.getParent();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.getLastChild();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.next();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.getNext();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=n.getNext();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.node();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,originalName,false);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,alias,null);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,originalName,true);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,true,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,true,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,originalName,alias,true);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,null,true);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,originalName),alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,originalName),UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,originalName),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(nameMap.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),alias,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,parent.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(compiler.getFirstChild(),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(nameMap.getFirstChild(),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name),alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.name),ref.type);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.name),UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.name),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(nameMap.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getFirstChild(),n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent.getFirstChild(),ref,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),ref,originalName,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n.getFirstChild(),originalName,alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.namespace));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.namespaceURI));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,name),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,nameMap),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,ref.namespaceURI));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,originalName),UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,originalName),alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED_WARNING,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,ref.getFirstChild(),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,n.getFirstChild(),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref,ref.getFirstChild(),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newGlobalNames(alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(alias,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,alias,newGlobalNames(originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(alias,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newGlobalNames(alias),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.name,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.name),alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.name),UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.name),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUNSAFE_THIS.copyNameAnnotations(n.getFirstChild(),ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,3);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,2);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,1L);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,4);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,1-originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,originalName),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED_WARNING,originalName),UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(ref.getFirstChild(),alias,originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(alias.getFirstChild(),ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(nameMap.getFirstChild(),alias);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.url));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,alias),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.originalName),alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE,ref.originalName),nameMap);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,originalName,alias,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,originalName,alias,collapsePropertiesOnExternTypes);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,originalName,alias,UNSAFE_THIS);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,originalName,alias,isObjKey);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(n,parent.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent,ref.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429NodeUtil.copyNameAnnotations(parent,n.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.getString(),originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.getString()+1));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,n.getString()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,ref.getLocalName()));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=n.replaceChild(ref,newNode(Token.NAMESPACE_REDEFINED));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429Nodeparent=ref.replaceChild(n,newNode(Token.NAMESPACE_REDEFINED,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE),alias);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429parent.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED,true));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java429node.replaceChild(n,ref,newNode(Token.NAMESPACE_REDEFINED));
