text	label
com.google.javascript.jscomp.PeepholeFoldConstants:1033-result = compareToUndefined(right, op);	0
com.google.javascript.jscomp.PeepholeFoldConstants:1034-break;	0
com.google.javascript.jscomp.PeepholeFoldConstants:158-return tryFoldComparison(subtree, left, right);	0
com.google.javascript.jscomp.PeepholeFoldConstants:889-if (!NodeUtil.isLiteralValue(left, false) ||	0
com.google.javascript.jscomp.PeepholeFoldConstants:897-int op = n.getType();	0
com.google.javascript.jscomp.PeepholeFoldConstants:902-boolean rightLiteral = NodeUtil.isLiteralValue(right, false);	0
com.google.javascript.jscomp.PeepholeFoldConstants:903-boolean undefinedRight = ((Token.NAME == right.getType()	0
com.google.javascript.jscomp.PeepholeFoldConstants:907-int lhType = left.getType();	1
com.google.javascript.jscomp.PeepholeFoldConstants:908-int rhType = right.getType();	0
com.google.javascript.jscomp.PeepholeFoldConstants:909-switch (lhType) {	0
com.google.javascript.jscomp.PeepholeFoldConstants:340-switch (n.getType()) {	0
com.google.javascript.jscomp.PeepholeFoldConstants:1030-if (rightLiteral) {	0
com.google.javascript.jscomp.PeepholeFoldConstants:1135-return valueUndefined;	0
com.google.javascript.jscomp.PeepholeFoldConstants:1137-return !valueUndefined;	0
com.google.javascript.jscomp.PeepholeFoldConstants:84-tryReduceOperandsForOp(subtree);	0
com.google.javascript.jscomp.PeepholeFoldConstants:85-return tryFoldUnaryOperator(subtree);	0
com.google.javascript.jscomp.PeepholeFoldConstants:326-Preconditions.checkState(n.hasOneChild());	0
com.google.javascript.jscomp.PeepholeFoldConstants:328-Node left = n.getFirstChild();	0
com.google.javascript.jscomp.PeepholeFoldConstants:329-Node parent = n.getParent();	0
com.google.javascript.jscomp.PeepholeFoldConstants:331-if (left == null) {	0
com.google.javascript.jscomp.PeepholeFoldConstants:335-TernaryValue leftVal = NodeUtil.getPureBooleanValue(left);	0
com.google.javascript.jscomp.PeepholeFoldConstants:336-if (leftVal == TernaryValue.UNKNOWN) {	0
com.google.javascript.jscomp.PeepholeFoldConstants:923-if (undefinedRight) {	0
com.google.javascript.jscomp.NodeUtil:364-start++;	0
com.google.javascript.jscomp.NodeUtil:375-return TernaryValue.TRUE;	1
com.google.javascript.jscomp.NodeUtil:301-return getStringNumberValue(n.getString());	0
com.google.javascript.jscomp.NodeUtil:315-String s = trimJsWhiteSpace(rawJsString);	0
com.google.javascript.jscomp.NodeUtil:317-if (s.length() == 0) {	0
com.google.javascript.jscomp.NodeUtil:321-if (s.length() > 2	0
com.google.javascript.jscomp.NodeUtil:332-if (s.length() > 3	0
com.google.javascript.jscomp.NodeUtil:342-if (s.equals("infinity")	0
com.google.javascript.jscomp.NodeUtil:349-return Double.parseDouble(s);	0
com.google.javascript.jscomp.NodeUtil:356-int start = 0;	0
com.google.javascript.jscomp.NodeUtil:357-int end = s.length();	0
com.google.javascript.jscomp.NodeUtil:359-&& isStrWhiteSpaceChar(s.charAt(end - 1)) == TernaryValue.TRUE) {	0
com.google.javascript.jscomp.NodeUtil:363-&& isStrWhiteSpaceChar(s.charAt(start)) == TernaryValue.TRUE) {	0
com.google.javascript.jscomp.NodeUtil:366-return s.substring(start, end);	0
com.google.javascript.jscomp.NodeUtil:373-switch (c) {	0
com.google.javascript.jscomp.NodeUtil:387-return (Character.getType(c) == Character.SPACE_SEPARATOR)	0
com.google.javascript.jscomp.NodeUtil:2141-case Token.POS: return "+";	0
com.google.javascript.jscomp.NodeUtil:2124-case Token.NOT: return "!";	0
com.google.javascript.jscomp.NodeUtil:123-return TernaryValue.forBoolean(n.getDouble() != 0);	0
com.google.javascript.jscomp.NodeUtil:1227-return true;	0
com.google.javascript.jscomp.NodeUtil:2171-String res = opToStr(operator);	0
com.google.javascript.jscomp.NodeUtil:2172-if (res == null) {	0
com.google.javascript.jscomp.NodeUtil:2176-return res;	0
com.google.javascript.jscomp.NodeUtil:118-switch (n.getType()) {	0
com.google.javascript.jscomp.NodeUtil:1141-case Token.NEG:return 13;	0
com.google.javascript.jscomp.NodeUtil:1174-switch (n.getType()) {	0
com.google.javascript.jscomp.NodeUtil:1186-return p.apply(n);	0
com.google.javascript.jscomp.NodeUtil:1203-return valueCheck(n, NUMBERIC_RESULT_PREDICATE);	0
com.google.javascript.jscomp.NodeUtil:1207-switch (n.getType()) {	0
com.google.javascript.jscomp.NodeUtil:254-switch (n.getType()) {	0
com.google.javascript.jscomp.NodeUtil:1094-switch (type) {	0
com.google.javascript.jscomp.NodeUtil:1161-return 15;	0
com.google.javascript.jscomp.NodeUtil:54-private static final Set<String> CONSTRUCTORS_WITHOUT_SIDE_EFFECTS =	0
com.google.javascript.jscomp.NodeUtil:893-private static final Set<String> BUILTIN_FUNCTIONS_WITHOUT_SIDEEFFECTS =	0
com.google.javascript.jscomp.NodeUtil:896-private static final Set<String> OBJECT_METHODS_WITHOUT_SIDEEFFECTS =	0
com.google.javascript.jscomp.NodeUtil:898-private static final Set<String> REGEXP_METHODS =	0
com.google.javascript.jscomp.NodeUtil:900-private static final Set<String> STRING_REGEXP_METHODS =	0
com.google.javascript.jscomp.NodeUtil:1196-static final NumbericResultPredicate NUMBERIC_RESULT_PREDICATE =	0
com.google.javascript.jscomp.NodeUtil:1248-static final BooleanResultPredicate BOOLEAN_RESULT_PREDICATE =	0
com.google.javascript.jscomp.NodeUtil:1309-static final MayBeStringResultPredicate MAY_BE_STRING_PREDICATE =	0
com.google.javascript.jscomp.NodeUtil:2116-switch (operator) {	0
com.google.javascript.jscomp.NodeUtil:2158-default: return null;	0
com.google.javascript.jscomp.NodeUtil:64-private NodeUtil() {}	0
com.google.javascript.jscomp.NodeUtil:73-switch (n.getType()) {	0
com.google.javascript.jscomp.NodeUtil:77-return getImpureBooleanValue(n.getLastChild());	0
com.google.javascript.jscomp.NodeUtil:79-TernaryValue value = getImpureBooleanValue(n.getLastChild());	0
com.google.javascript.jscomp.NodeUtil:80-return value.not();	0
com.google.javascript.jscomp.NodeUtil:82-TernaryValue lhs = getImpureBooleanValue(n.getFirstChild());	0
com.google.javascript.jscomp.NodeUtil:83-TernaryValue rhs = getImpureBooleanValue(n.getLastChild());	0
com.google.javascript.jscomp.NodeUtil:84-return lhs.and(rhs);	0
com.google.javascript.jscomp.DeadAssignmentsElimination:316-return false;	0
com.google.javascript.jscomp.DeadAssignmentsElimination:352-return VariableLiveness.KILL;	0
com.google.javascript.jscomp.DeadAssignmentsElimination:315-} else if (state == VariableLiveness.KILL) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:230-return;	0
com.google.javascript.jscomp.DeadAssignmentsElimination:314-return true;	0
com.google.javascript.jscomp.DeadAssignmentsElimination:342-if (NodeUtil.isLhs(n, n.getParent())) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:354-return VariableLiveness.READ;	0
com.google.javascript.jscomp.DeadAssignmentsElimination:309-if (!ControlFlowGraph.isEnteringNewCfgNode(sibling)) {	1
com.google.javascript.jscomp.DeadAssignmentsElimination:310-state = isVariableReadBeforeKill(sibling, variable);	0
com.google.javascript.jscomp.DeadAssignmentsElimination:313-if (state == VariableLiveness.READ) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:341-if (NodeUtil.isName(n) && variable.equals(n.getString())) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:343-Preconditions.checkState(n.getParent().getType() == Token.ASSIGN);	0
com.google.javascript.jscomp.DeadAssignmentsElimination:347-Node rhs = n.getNext();	0
com.google.javascript.jscomp.DeadAssignmentsElimination:348-VariableLiveness state = isVariableReadBeforeKill(rhs, variable);	0
com.google.javascript.jscomp.DeadAssignmentsElimination:349-if (state == VariableLiveness.READ) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:358-switch (n.getType()) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:215-return; // Variable not dead.	0
com.google.javascript.jscomp.DeadAssignmentsElimination:293-VariableLiveness state = VariableLiveness.MAYBE_LIVE;	0
com.google.javascript.jscomp.DeadAssignmentsElimination:294-switch (n.getParent().getType()) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:307-for(Node sibling = n.getNext(); sibling != null;	0
com.google.javascript.jscomp.DeadAssignmentsElimination:372-if (!ControlFlowGraph.isEnteringNewCfgNode(child)) { // Not a FUNCTION	1
com.google.javascript.jscomp.DeadAssignmentsElimination:373-VariableLiveness state = isVariableReadBeforeKill(child, variable);	0
com.google.javascript.jscomp.DeadAssignmentsElimination:374-if (state != VariableLiveness.MAYBE_LIVE) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:375-return state;	0
com.google.javascript.jscomp.DeadAssignmentsElimination:381-return VariableLiveness.MAYBE_LIVE;	0
com.google.javascript.jscomp.DeadAssignmentsElimination:292-while (n != exprRoot) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:370-for (Node child = n.getFirstChild();	0
com.google.javascript.jscomp.DeadAssignmentsElimination:371-child != null; child = child.getNext()) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:143-if (n.hasChildren()) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:144-tryRemoveAssignment(t, n.getFirstChild(), state);	0
com.google.javascript.jscomp.DeadAssignmentsElimination:365-return checkHookBranchReadBeforeKill(	0
com.google.javascript.jscomp.DeadAssignmentsElimination:386-VariableLiveness v1 = isVariableReadBeforeKill(	0
com.google.javascript.jscomp.DeadAssignmentsElimination:388-VariableLiveness v2 = isVariableReadBeforeKill(	0
com.google.javascript.jscomp.DeadAssignmentsElimination:393-if (v1 == VariableLiveness.READ || v2 == VariableLiveness.READ) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:394-return VariableLiveness.READ;	0
com.google.javascript.jscomp.DeadAssignmentsElimination:218-if (state.getIn().isLive(var) &&	0
com.google.javascript.jscomp.DeadAssignmentsElimination:321-n = n.getParent();	0
com.google.javascript.jscomp.DeadAssignmentsElimination:322-}	0
com.google.javascript.jscomp.DeadAssignmentsElimination:214-if (state.getOut().isLive(var)) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:195-Var var = scope.getVar(name);	0
com.google.javascript.jscomp.DeadAssignmentsElimination:197-if (liveness.getEscapedLocals().contains(var)) {	0
com.google.javascript.jscomp.DeadAssignmentsElimination:204-if (rhs != null &&	0
com.google.javascript.jscomp.DeadAssignmentsElimination:183-tryRemoveAssignment(t, rhs, exprRoot, state);	0
com.google.javascript.jscomp.DeadAssignmentsElimination:184-rhs = lhs.getNext();	0
com.google.javascript.jscomp.DeadAssignmentsElimination:95-ControlFlowGraph<Node> cfg = t.getControlFlowGraph();	0
com.google.javascript.jscomp.DeadAssignmentsElimination:96-liveness = new LiveVariablesAnalysis(cfg, scope, compiler);	0
com.google.javascript.jscomp.DeadAssignmentsElimination:97-liveness.analyze();	0
com.google.javascript.jscomp.DeadAssignmentsElimination:98-tryRemoveDeadAssignments(t, cfg);	0
com.google.javascript.jscomp.DeadAssignmentsElimination:99-}	0
com.google.javascript.jscomp.DeadAssignmentsElimination:119-Iterable<DiGraphNode<Node, Branch>> nodes = cfg.getDirectedGraphNodes();	0
com.google.javascript.jscomp.CodeGenerator:1018-appendHexJavaScriptRepresentation(sb, c);	0
com.google.javascript.jscomp.CodeGenerator:1127-appendHexJavaScriptRepresentation(c, sb);	0
com.google.javascript.jscomp.CodeGenerator:1131-}	0
com.google.javascript.jscomp.CodeGenerator:1132-}	0
com.google.javascript.jscomp.CodeGenerator:1144-if (Character.isSupplementaryCodePoint(codePoint)) {	0
com.google.javascript.jscomp.CodeGenerator:1154-out.append("\\u")	0
com.google.javascript.jscomp.CodeGenerator:1159-}	0
com.google.javascript.jscomp.CodeGenerator:912-switch (s.charAt(i)) {	0
com.google.javascript.jscomp.CodeGenerator:964-char c = s.charAt(i);	0
com.google.javascript.jscomp.CodeGenerator:965-switch (c) {	0
com.google.javascript.jscomp.CodeGenerator:1001-if (outputCharsetEncoder != null) {	0
com.google.javascript.jscomp.CodeGenerator:1012-if (c > 0x1f && c <= 0x7f) {	0
com.google.javascript.jscomp.CodeGenerator:624-if (childCount !=	0
com.google.javascript.jscomp.CodeGenerator:630-add(jsString(n.getString(), outputCharsetEncoder));	0
com.google.javascript.jscomp.CodeGenerator:631-break;	0
com.google.javascript.jscomp.CodeGenerator:908-int singleq = 0, doubleq = 0;	0
com.google.javascript.jscomp.CodeGenerator:911-for (int i = 0; i < s.length(); i++) {	0
com.google.javascript.jscomp.CodeGenerator:920-if (singleq < doubleq) {	0
com.google.javascript.jscomp.CodeGenerator:927-quote = '\"';	0
com.google.javascript.jscomp.CodeGenerator:928-doublequote = "\\\"";	0
com.google.javascript.jscomp.CodeGenerator:929-singlequote = "\'";	0
com.google.javascript.jscomp.CodeGenerator:932-return strEscape(s, quote, doublequote, singlequote, "\\\\",	0
com.google.javascript.jscomp.CodeGenerator:961-StringBuilder sb = new StringBuilder(s.length() + 2);	0
com.google.javascript.jscomp.CodeGenerator:962-sb.append(quote);	0
com.google.javascript.jscomp.CodeGenerator:963-for (int i = 0; i < s.length(); i++) {	0
com.google.javascript.jscomp.CodeGenerator:1023-sb.append(quote);	0
com.google.javascript.jscomp.CodeGenerator:1024-return sb.toString();	0
com.google.javascript.jscomp.CodeGenerator:191-Preconditions.checkState(childCount == 1);	0
com.google.javascript.jscomp.CodeGenerator:192-addIdentifier(n.getString());	0
com.google.javascript.jscomp.CodeGenerator:193-cc.addOp("=", true);	0
com.google.javascript.jscomp.CodeGenerator:194-if (first.getType() == Token.COMMA) {	0
com.google.javascript.jscomp.CodeGenerator:199-addExpr(first, 0, getContextForNoInOperator(context));	0
com.google.javascript.jscomp.CodeGenerator:202-break;	0
com.google.javascript.jscomp.CodeGenerator:176-if (first != null) {	0
com.google.javascript.jscomp.CodeGenerator:177-add("var ");	0
com.google.javascript.jscomp.CodeGenerator:178-addList(first, false, getContextForNoInOperator(context));	0
com.google.javascript.jscomp.CodeGenerator:377-cc.endStatement();	0
com.google.javascript.jscomp.CodeGenerator:1106-return (context == Context.IN_FOR_INIT_CLAUSE	0
com.google.javascript.jscomp.CodeGenerator:861-boolean isFirst = n == firstInList;	0
com.google.javascript.jscomp.CodeGenerator:862-if (isFirst) {	0
com.google.javascript.jscomp.CodeGenerator:863-addLeftExpr(n, isArrayOrFunctionArgument ? 1 : 0, lhsContext);	0
com.google.javascript.jscomp.CodeGenerator:831-addExpr(n, minPrecedence, context);	0
com.google.javascript.jscomp.CodeGenerator:832-}	0
com.google.javascript.jscomp.CodeGenerator:860-for (Node n = firstInList; n != null; n = n.getNext()) {	0
com.google.javascript.jscomp.CodeGenerator:869-}	0
com.google.javascript.jscomp.CodeGenerator:839-if ((NodeUtil.precedence(n.getType()) < minPrecedence) ||	0
com.google.javascript.jscomp.CodeGenerator:846-add(n, context);	0
com.google.javascript.jscomp.CodeGenerator:848-}	0
com.google.javascript.jscomp.CodeGenerator:188-if (first == null || first.getType() == Token.EMPTY) {	0
com.google.javascript.jscomp.CodeGenerator:71-cc.add(str);	0
com.google.javascript.jscomp.NodeUtil:610-return isSimpleOperatorType(n.getType());	0
com.google.javascript.jscomp.NodeUtil:2870-return NodeUtil.isImmutableValue(value.getLastChild())	0
com.google.javascript.jscomp.NodeUtil:2884-if (value.getBooleanProp(Node.INCRDECR_PROP)) {	0
com.google.javascript.jscomp.NodeUtil:2885-return evaluatesToLocalValue(value.getFirstChild(), locals);	0
com.google.javascript.jscomp.NodeUtil:2887-return true;	0
com.google.javascript.jscomp.NodeUtil:2896-return locals.apply(value);	0
com.google.javascript.jscomp.NodeUtil:2912-return true;	0
com.google.javascript.jscomp.NodeUtil:2917-if (isAssignmentOp(value)	0
com.google.javascript.jscomp.NodeUtil:2920-return true;	0
com.google.javascript.jscomp.NodeUtil:2923-throw new IllegalStateException(	0
com.google.javascript.jscomp.NodeUtil:2969-return false;	0
com.google.javascript.jscomp.NodeUtil:466-return true;	0
com.google.javascript.jscomp.NodeUtil:964-Preconditions.checkState(n.getType() == Token.CALL);	0
com.google.javascript.jscomp.NodeUtil:965-return (n.getSideEffectFlags() & Node.FLAG_LOCAL_RESULTS) > 0;	0
com.google.javascript.jscomp.NodeUtil:1262-return true;	1
com.google.javascript.jscomp.NodeUtil:1488-return n.getType() == Token.STRING;	0
com.google.javascript.jscomp.NodeUtil:2874-return evaluatesToLocalValue(value.getLastChild(), locals);	0
com.google.javascript.jscomp.NodeUtil:2877-return evaluatesToLocalValue(value.getFirstChild(), locals)	0
com.google.javascript.jscomp.NodeUtil:2880-return evaluatesToLocalValue(value.getFirstChild().getNext(), locals)	0
com.google.javascript.jscomp.NodeUtil:2890-return locals.apply(value);	0
com.google.javascript.jscomp.NodeUtil:2898-return callHasLocalResult(value)	0
com.google.javascript.jscomp.NodeUtil:2909-return true;	0
com.google.javascript.jscomp.NodeUtil:2964-Node getNode = call.getFirstChild();	0
com.google.javascript.jscomp.NodeUtil:2965-if (isGet(getNode)) {	0
com.google.javascript.jscomp.NodeUtil:2966-Node propNode = getNode.getLastChild();	0
com.google.javascript.jscomp.NodeUtil:2967-return isString(propNode) && "toString".equals(propNode.getString());	0
com.google.javascript.jscomp.NodeUtil:481-return false;	0
com.google.javascript.jscomp.NodeUtil:652-return false;	0
com.google.javascript.jscomp.NodeUtil:972-Preconditions.checkState(n.getType() == Token.NEW);	0
com.google.javascript.jscomp.NodeUtil:973-return n.isOnlyModifiesThisCall();	0
com.google.javascript.jscomp.NodeUtil:1158-switch (n.getType()) {	0
com.google.javascript.jscomp.NodeUtil:1170-return p.apply(n);	0
com.google.javascript.jscomp.NodeUtil:1239-return valueCheck(n, BOOLEAN_RESULT_PREDICATE);	0
com.google.javascript.jscomp.NodeUtil:1243-switch (n.getType()) {	0
com.google.javascript.jscomp.NodeUtil:1264-return false;	0
com.google.javascript.jscomp.NodeUtil:1355-switch (n.getType()){	0
com.google.javascript.jscomp.NodeUtil:1368-return true;	0
com.google.javascript.jscomp.NodeUtil:1370-return false;	0
com.google.javascript.jscomp.NodeUtil:2892-return isImmutableValue(value) || locals.apply(value);	0
com.google.javascript.jscomp.NodeUtil:2902-return newHasLocalResult(value)	0
com.google.javascript.jscomp.NodeUtil:460-switch (n.getType()) {	0
com.google.javascript.jscomp.NodeUtil:473-String name = n.getString();	0
com.google.javascript.jscomp.NodeUtil:476-return "undefined".equals(name)	0
com.google.javascript.jscomp.NodeUtil:2856-return evaluatesToLocalValue(value, Predicates.<Node>alwaysFalse());	0
com.google.javascript.jscomp.NodeUtil:2865-switch (value.getType()) {	0
com.google.javascript.jscomp.NodeUtil:619-switch (type) {	0
com.google.javascript.jscomp.NodeUtil:649-return true;	0
com.google.javascript.jscomp.NodeUtil:1424-return n.getType() == Token.GETPROP	0
com.google.javascript.jscomp.NodeUtil:54-private static final Set<String> CONSTRUCTORS_WITHOUT_SIDE_EFFECTS =	0
com.google.javascript.jscomp.NodeUtil:876-private static final Set<String> BUILTIN_FUNCTIONS_WITHOUT_SIDEEFFECTS =	0
com.google.javascript.jscomp.parsing.IRFactory:215-irNode.setLineno(irNode.getFirstChild().getLineno());	0
com.google.javascript.jscomp.parsing.IRFactory:216-irNode.setCharno(irNode.getFirstChild().getCharno());	0
com.google.javascript.jscomp.parsing.IRFactory:1196-return Token.BLOCK;	0
com.google.javascript.jscomp.parsing.IRFactory:942-switch (token) {	0
com.google.javascript.jscomp.parsing.IRFactory:266-return position;	0
com.google.javascript.jscomp.parsing.IRFactory:1276-return Node.newString(type, value).clonePropsFrom(templateNode);	0
com.google.javascript.jscomp.parsing.IRFactory:104-ErrorReporter errorReporter) {	0
com.google.javascript.jscomp.parsing.IRFactory:86-private final Set<String> ALLOWED_DIRECTIVES = Sets.newHashSet("use strict");	0
com.google.javascript.jscomp.parsing.IRFactory:90-Node rootNodeJsDocHolder = new Node(Token.SCRIPT);	0
com.google.javascript.jscomp.parsing.IRFactory:91-Node.FileLevelJsDocBuilder fileLevelJsDocBuilder =	0
com.google.javascript.jscomp.parsing.IRFactory:93-JSDocInfo fileOverviewInfo = null;	0
com.google.javascript.jscomp.parsing.IRFactory:105-this.sourceString = sourceString;	0
com.google.javascript.jscomp.parsing.IRFactory:106-this.sourceName = sourceName;	0
com.google.javascript.jscomp.parsing.IRFactory:107-this.config = config;	0
com.google.javascript.jscomp.parsing.IRFactory:108-this.errorReporter = errorReporter;	0
com.google.javascript.jscomp.parsing.IRFactory:109-this.transformDispatcher = new TransformDispatcher();	0
com.google.javascript.jscomp.parsing.IRFactory:111-this.templateNode = createTemplateNode();	0
com.google.javascript.jscomp.parsing.IRFactory:112-}	0
com.google.javascript.jscomp.parsing.IRFactory:119-Node templateNode = new Node(Token.SCRIPT);	0
com.google.javascript.jscomp.parsing.IRFactory:120-templateNode.putProp(Node.SOURCENAME_PROP, sourceName);	0
com.google.javascript.jscomp.parsing.IRFactory:121-return templateNode;	0
com.google.javascript.jscomp.parsing.IRFactory:128-IRFactory irFactory = new IRFactory(sourceString, node.getSourceName(),	0
com.google.javascript.jscomp.parsing.IRFactory:130-Node irNode = irFactory.transform(node);	0
com.google.javascript.jscomp.parsing.IRFactory:132-if (node.getComments() != null) {	0
com.google.javascript.jscomp.parsing.IRFactory:140-irFactory.setFileOverviewJsDoc(irNode);	0
com.google.javascript.jscomp.parsing.IRFactory:142-return irNode;	0
com.google.javascript.jscomp.parsing.IRFactory:149-irNode.setJSDocInfo(rootNodeJsDocHolder.getJSDocInfo());	0
com.google.javascript.jscomp.parsing.IRFactory:150-if (fileOverviewInfo != null) {	0
com.google.javascript.jscomp.parsing.IRFactory:157-}	0
com.google.javascript.jscomp.parsing.IRFactory:194-Comment comment = node.getJsDocNode();	0
com.google.javascript.jscomp.parsing.IRFactory:195-if (comment != null) {	0
com.google.javascript.jscomp.parsing.IRFactory:202-return null;	0
com.google.javascript.jscomp.parsing.IRFactory:206-JSDocInfo jsDocInfo = handleJsDoc(node);	0
com.google.javascript.jscomp.parsing.IRFactory:207-Node irNode = justTransform(node);	0
com.google.javascript.jscomp.parsing.IRFactory:208-if (jsDocInfo != null) {	0
com.google.javascript.jscomp.parsing.IRFactory:213-if (irNode.getType() == Token.FUNCTION &&	0
com.google.javascript.jscomp.parsing.IRFactory:218-if (irNode.getLineno() == -1) {	0
com.google.javascript.jscomp.parsing.IRFactory:222-int lineno = node.getLineno();	0
com.google.javascript.jscomp.parsing.IRFactory:223-irNode.setLineno(lineno);	0
com.google.javascript.jscomp.parsing.IRFactory:224-int charno = position2charno(node.getAbsolutePosition());	0
com.google.javascript.jscomp.parsing.IRFactory:225-irNode.setCharno(charno);	0
com.google.javascript.jscomp.parsing.IRFactory:228-return irNode;	0
com.google.javascript.jscomp.parsing.IRFactory:264-int lineIndex = sourceString.lastIndexOf('\n', position);	0
com.google.javascript.jscomp.parsing.IRFactory:265-if (lineIndex == -1) {	0
com.google.javascript.jscomp.parsing.IRFactory:274-return transformDispatcher.process(node);	0
com.google.javascript.jscomp.parsing.IRFactory:1256-return new Node(type).clonePropsFrom(templateNode);	0
com.google.javascript.jscomp.parsing.IRFactory:133-for (Comment comment : node.getComments()) {	0
com.google.javascript.jscomp.parsing.IRFactory:134-if (comment.getCommentType() == JSDOC && !comment.isParsed()) {	0
com.google.javascript.jscomp.parsing.IRFactory:135-irFactory.handlePossibleFileOverviewJsDoc(comment);	0
com.google.javascript.jscomp.parsing.IRFactory:137-}	0
com.google.javascript.rhino.jstype.JSType:418-return autoboxObjType.findPropertyType(propertyName);	0
com.google.javascript.rhino.jstype.JSType:646-return thisType.getNativeType(JSTypeNative.NO_OBJECT_TYPE);	0
com.google.javascript.rhino.jstype.JSType:416-ObjectType autoboxObjType = ObjectType.cast(autoboxesTo());	0
com.google.javascript.rhino.jstype.JSType:417-if (autoboxObjType != null) {	0
com.google.javascript.rhino.jstype.JSType:645-} else if (thisType.isObject() && thatType.isObject()) {	0
com.google.javascript.rhino.jstype.JSType:643-} else if (thatType.isUnionType()) {	0
com.google.javascript.rhino.jstype.JSType:641-} else if (thisType.isUnionType()) {	0
com.google.javascript.rhino.jstype.JSType:639-} else if (thatType.isSubtype(thisType)) {	0
com.google.javascript.rhino.jstype.JSType:637-} else if (thisType.isSubtype(thatType)) {	0
com.google.javascript.rhino.jstype.JSType:632-} else if (thisType.isUnknownType() || thatType.isUnknownType()) {	0
com.google.javascript.rhino.jstype.JSType:618-if (that.isRecordType()) {	0
com.google.javascript.rhino.jstype.JSType:622-return getGreatestSubtype(this, that);	0
com.google.javascript.rhino.jstype.JSType:630-if (thisType.isEquivalentTo(thatType)) {	0
com.google.javascript.rhino.jstype.JSType:270-return false;	0
com.google.javascript.rhino.jstype.JSType:102-JSType(JSTypeRegistry registry) {	0
com.google.javascript.rhino.jstype.JSType:70-private boolean resolved = false;	0
com.google.javascript.rhino.jstype.JSType:71-private JSType resolveResult = null;	0
com.google.javascript.rhino.jstype.JSType:103-this.registry = registry;	0
com.google.javascript.rhino.jstype.JSType:104-}	0
com.google.javascript.rhino.jstype.JSType:90-static final Comparator<JSType> ALPHA = new Comparator<JSType>() {	0
com.google.javascript.rhino.jstype.JSType:110-return registry.getNativeType(typeId);	0
com.google.javascript.rhino.jstype.JSType:151-return false;	0
com.google.javascript.rhino.jstype.JSType:155-return false;	0
com.google.javascript.rhino.jstype.JSType:159-return false;	0
com.google.javascript.rhino.jstype.JSType:163-return isNoType() || isNoObjectType() || isNoResolvedType();	1
com.google.javascript.rhino.jstype.JSType:238-return false;	0
com.google.javascript.rhino.jstype.JSType:242-return false;	0
com.google.javascript.rhino.jstype.JSType:298-return false;	0
com.google.javascript.rhino.jstype.JSType:328-if (jsType instanceof ProxyObjectType) {	0
com.google.javascript.rhino.jstype.JSType:335-return this == jsType;	0
com.google.javascript.rhino.jstype.JSType:351-return System.identityHashCode(this);	0
com.google.javascript.rhino.jstype.JSType:474-return this instanceof ObjectType ? (ObjectType) this : null;	0
com.google.javascript.rhino.jstype.JSType:895-if (thatType.isUnknownType()) {	0
com.google.javascript.rhino.jstype.JSType:899-if (thisType.isEquivalentTo(thatType)) {	0
com.google.javascript.rhino.jstype.JSType:900-return true;	0
com.google.javascript.rhino.jstype.JSType:903-if (thatType.isAllType()) {	0
com.google.javascript.rhino.jstype.JSType:907-if (thatType instanceof UnionType) {	0
com.google.javascript.rhino.jstype.JSType:916-if (thatType instanceof NamedType) {	0
com.google.javascript.rhino.jstype.JSType:919-return false;	0
com.google.javascript.rhino.jstype.JSType:660-if (type.isNoResolvedType()) {	0
com.google.javascript.rhino.jstype.JSType:664-} else if (type instanceof UnionType) {	0
com.google.javascript.rhino.jstype.JSType:684-return type;	0
com.google.javascript.rhino.jstype.JSType:591-return getLeastSupertype(this, that);	0
com.google.javascript.rhino.jstype.JSType:599-boolean areEquivalent = thisType.isEquivalentTo(thatType);	0
com.google.javascript.rhino.jstype.JSType:600-return areEquivalent ? thisType :	0
com.google.javascript.rhino.jstype.JSType:587-if (that.isUnionType()) {	0
com.google.javascript.rhino.jstype.JSType:290-return false;	0
com.google.javascript.rhino.jstype.JSType:313-return false;	0
com.google.javascript.rhino.jstype.JSType:254-return false;	0
com.google.javascript.rhino.jstype.JSType:305-return false;	0
com.google.javascript.jscomp.parsing.IRFactory:1052-return Token.ASSIGN;	0
com.google.javascript.jscomp.parsing.IRFactory:954-return Token.CALL;	0
com.google.javascript.jscomp.parsing.IRFactory:1194-return new Node(type, child1).clonePropsFrom(templateNode);	0
com.google.javascript.jscomp.parsing.IRFactory:1139-return Token.EXPR_RESULT;	0
com.google.javascript.jscomp.parsing.IRFactory:1198-return new Node(type, child1, child2).clonePropsFrom(templateNode);	0
com.google.javascript.jscomp.parsing.IRFactory:876-switch (token) {	0
com.google.javascript.jscomp.parsing.IRFactory:265-return position;	0
