bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action2	[BUG]  [BUGGY]  timeout  [CONTEXT]   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  [BUGGY]  a  =  Math.max(a  +  1.0,  lowerBound);  [BUGGY]  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  if  (fa  *  fb  >=  0.0  )  {  throw  new  ConvergenceException(  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	189	189	1	add	a  =  Math.max(a  +  1.0,  lowerBound);	a  =  Math.max(a  -  1.0,  lowerBound);  	compilable	timeout	17	1
182	[BUG]  [BUGGY]    double  lowerBound  =  function.doubleValue();  [CE]  variable  lowerBound  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)  [CONTEXT]  FunctionEvaluationException  {  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  [BUGGY]    double  lowerBound  =  function.doubleValue();  [BUGGY]  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	177	177	1	replace	    double  lowerBound  =  function.doubleValue();		non-compiled	[CE]  variable  lowerBound  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)	10	None	add
183	[BUG]  [BUGGY]    int  lowerBound  =  Math.min(lowerBound,  upperBound);  [CE]  variable  lowerBound  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)  [CONTEXT]  FunctionEvaluationException  {  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  [BUGGY]    int  lowerBound  =  Math.min(lowerBound,  upperBound);  [BUGGY]  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	177	177	1	replace	    int  lowerBound  =  Math.min(lowerBound,  upperBound);		non-compiled	[CE]  variable  lowerBound  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)	10	None	add
184	[BUG]  [BUGGY]    double  lowerBound  =  function.getLowerBound();  initial  =  lowerBound;  [CE]  variable  lowerBound  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)  [CONTEXT]  FunctionEvaluationException  {  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  [BUGGY]    double  lowerBound  =  function.getLowerBound();  initial  =  lowerBound;  [BUGGY]  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	177	177	1	replace	    double  lowerBound  =  function.getLowerBound();  initial  =  lowerBound;		non-compiled	[CE]  variable  lowerBound  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)	10	None	add
185	[BUG]  [BUGGY]    boolean  lowerBound  =  function.isLowerBound();  [CE]  variable  lowerBound  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)  [CONTEXT]  FunctionEvaluationException  {  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  [BUGGY]    boolean  lowerBound  =  function.isLowerBound();  [BUGGY]  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  int  numIterations  =  0  ;  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	177	177	1	replace	    boolean  lowerBound  =  function.isLowerBound();		non-compiled	[CE]  variable  lowerBound  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)	10	None	add
192	[BUG]  [BUGGY]  if(function  ==  null  ||  numIterations  >  0)  {  [CE]  cannot  find  symbol  numIterations  [CONTEXT]  FunctionEvaluationException  {  [BUGGY]  if(function  ==  null  ||  numIterations  >  0)  {  [BUGGY]  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	170	170	1	replace	if(function  ==  null  ||  numIterations  >  0)  {	if  (function  ==  null)  {  	non-compiled	[CE]  cannot  find  symbol  numIterations	5	None	replace
2	[BUG]  [BUGGY]  int  numIterations  =  1  -  Math.pow(10,  0.0,  lowerBound,  upperBound);  [CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;  [CONTEXT]  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  [BUGGY]  int  numIterations  =  1  -  Math.pow(10,  0.0,  lowerBound,  upperBound);  [BUGGY]    do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	186	186	1	replace	int  numIterations  =  1  -  Math.pow(10,  0.0,  lowerBound,  upperBound);	int  numIterations  =  0  ;  	non-compiled	[CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;	15	None	replace
3	[BUG]  [BUGGY]  int  numIterations  =  1  -  Math.random();  [CE]  possible  loss  of  precision  [CONTEXT]  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  [BUGGY]  int  numIterations  =  1  -  Math.random();  [BUGGY]    do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	186	186	1	replace	int  numIterations  =  1  -  Math.random();	int  numIterations  =  0  ;  	non-compiled	[CE]  possible  loss  of  precision	15	None	replace
4	[BUG]  [BUGGY]  int  numIterations  =  1  -  Math.max(1.0,  lowerBound);  [CE]  possible  loss  of  precision  [CONTEXT]  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  double  fa;  double  fb;  [BUGGY]  int  numIterations  =  1  -  Math.max(1.0,  lowerBound);  [BUGGY]    do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  numIterations++  ;  }  while  ((fa  *  fb  >  0.0)  &&  (numIterations  <  maximumIterations)  &&  ((a  >  lowerBound)  ||  (b  <  upperBound)));  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	186	186	1	replace	int  numIterations  =  1  -  Math.max(1.0,  lowerBound);	int  numIterations  =  0  ;  	non-compiled	[CE]  possible  loss  of  precision	15	None	replace
22	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testMath280  [CONTEXT]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  [BUGGY]  double  b  =  initial  +(a  *  Math.pow(1.0,  lowerBound));  [BUGGY]  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	183	183	1	add	double  b  =  initial  +(a  *  Math.pow(1.0,  lowerBound));	double  b  =  initial;  	compilable	  [FE]  AssertionFailedError  testMath280	13	1
23	[BUG]  [BUGGY]  double  b  =  initial  +(a  *  Math.pow(1.0,  lowerBound));  [FE]  AssertionFailedError  testMath280  [CONTEXT]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  [BUGGY]  double  b  =  initial  +(a  *  Math.pow(1.0,  lowerBound));  [BUGGY]  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	183	183	1	replace	double  b  =  initial  +(a  *  Math.pow(1.0,  lowerBound));	double  b  =  initial;  	compilable	  [FE]  AssertionFailedError  testMath280	13	1	replace
23	[BUG]  [BUGGY]  double  b  =  initial  +(a  *  Math.pow(1.0,  lowerBound),  upperBound);  [CE]  ')'  expected  [CONTEXT]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  [BUGGY]  double  b  =  initial  +(a  *  Math.pow(1.0,  lowerBound),  upperBound);  [BUGGY]  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	183	183	1	replace	double  b  =  initial  +(a  *  Math.pow(1.0,  lowerBound),  upperBound);	double  b  =  initial;  	non-compiled	[CE]  ')'  expected	13	None	replace
24	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testMath280  [CONTEXT]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  [BUGGY]  double  b  =  initial  +  1.0;  [BUGGY]  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	183	183	1	add	double  b  =  initial  +  1.0;	double  b  =  initial;  	compilable	  [FE]  AssertionFailedError  testMath280	13	1
25	[BUG]  [BUGGY]  double  b  =  initial  +  1.0;  [FE]  AssertionFailedError  testMath280  [CONTEXT]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  [BUGGY]  double  b  =  initial  +  1.0;  [BUGGY]  double  fa;  double  fb;  int  numIterations  =  0  ;  do  {  a  =  Math.max(a  -  1.0,  lowerBound);  b  =  Math.min(b  +  1.0,  upperBound);  fa  =  function.value(a);  fb  =  function.value(b);  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	183	183	1	replace	double  b  =  initial  +  1.0;	double  b  =  initial;  	compilable	  [FE]  AssertionFailedError  testMath280	13	1	replace
41	[BUG]  [BUGGY]    int  maximumIterations  =  Math.max(maximumIterations  -  1);  [CE]  variable  maximumIterations  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)  [CONTEXT]  FunctionEvaluationException  {  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  [BUGGY]    int  maximumIterations  =  Math.max(maximumIterations  -  1);  [BUGGY]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	173	173	1	replace	    int  maximumIterations  =  Math.max(maximumIterations  -  1);		non-compiled	[CE]  variable  maximumIterations  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)	8	None	add
42	[BUG]  [BUGGY]    int  maximumIterations  =  Math.max(maximumIterations,  numIterations);  [CE]  variable  maximumIterations  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)  [CONTEXT]  FunctionEvaluationException  {  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  [BUGGY]    int  maximumIterations  =  Math.max(maximumIterations,  numIterations);  [BUGGY]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	173	173	1	replace	    int  maximumIterations  =  Math.max(maximumIterations,  numIterations);		non-compiled	[CE]  variable  maximumIterations  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)	8	None	add
43	[BUG]  [BUGGY]    int  maximumIterations  =  Math.max(initial,  lowerBound);  [CE]  variable  maximumIterations  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)  [CONTEXT]  FunctionEvaluationException  {  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  [BUGGY]    int  maximumIterations  =  Math.max(initial,  lowerBound);  [BUGGY]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	173	173	1	replace	    int  maximumIterations  =  Math.max(initial,  lowerBound);		non-compiled	[CE]  variable  maximumIterations  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)	8	None	add
44	[BUG]  [BUGGY]    int  maximumIterations  =  Math.max(maximumIterations,  -initial);  [CE]  variable  maximumIterations  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)  [CONTEXT]  FunctionEvaluationException  {  if  (function  ==  null)  {  throw  MathRuntimeException.createIllegalArgumentException( "function  is  null ");  }  [BUGGY]    int  maximumIterations  =  Math.max(maximumIterations,  -initial);  [BUGGY]  if  (maximumIterations  <=  0){  throw  MathRuntimeException.createIllegalArgumentException(   "bad  value  for  maximum  iterations  number:  {0} ",  maximumIterations);  }  if  (initial  <  lowerBound  ||  initial  >  upperBound  ||  lowerBound  >=  upperBound)  {  throw  MathRuntimeException.createIllegalArgumentException(   "invalid  bracketing  parameters:lower  bound={0},initial={1},  upper  bound={2} ",  lowerBound,  initial,  upperBound);  }  double  a  =  initial;  double  b  =  initial;  [CLASS]  UnivariateRealSolverUtils  LazyHolder  [METHOD]  bracket  [RETURN_TYPE]  double[]  UnivariateRealFunction  function  double  initial  double  lowerBound  double  upperBound  int  maximumIterations  [VARIABLES]  UnivariateRealSolverFactory  FACTORY  UnivariateRealFunction  function  boolean  double  a  b  fa  fb  initial  lowerBound  upperBound  int  maximumIterations  numIterations  	projects/Math85/src/java/org/apache/commons/math/analysis/solvers/UnivariateRealSolverUtils.java	0.7071067811865475	173	173	1	replace	    int  maximumIterations  =  Math.max(maximumIterations,  -initial);		non-compiled	[CE]  variable  maximumIterations  is  already  defined  in  method  bracket(UnivariateRealFunction,double,double,double,int)	8	None	add
