projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,UNKNOWN_SYNTHETIC_ERROR,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(compiler,n,UNKNOWN_SYNTHETIC_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(compiler,n,UNKNOWN_SYNTHETIC_ERROR,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(compiler,n,UNKNOWN_SYNTHETIC_ERROR,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNKNOWN_EXTERN_ERROR,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_EXTERN_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(sourceName,n,UNKNOWN_EXTERN_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(sourceName,n,UNKNOWN_EXTERN_ERROR,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNKNOWN_EXTERN_ERROR,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(sourceName,n,UNKNOWN_EXTERN_ERROR,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,parent,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,NAMESPACE_REDEFINED_WARNING,originalName,isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_THIS,alias,isQName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_THIS,originalName,isObjKey));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,NAMESPACE_REDEFINED_WARNING,originalName,isObjKey));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_THIS,isObjKey,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,INVALID_NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430Context.report(JSError.make(alias,n,INVALID_NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,INVALID_NAMESPACE_REDEFINED_WARNING,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNVALID_NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_NAMESPACE_REDEFINED_WARNING,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNSAFE_NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(nameMap,n,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNKNOWN_SYNTHETIC_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,UNKNOWN_EXTERN_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(compiler,n,UNKNOWN_EXTERN_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(compiler,n,UNKNOWN_EXTERN_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,UNSAFE_NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(compiler,n,UNKNOWN_EXTERN_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getFirstChild(),alias);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getFirstChild(),originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getFirstChild(),originalName,ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(nameMap.getFirstChild(),originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNSAFE_THIS,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNKNOWN_SIGNATURES,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNKNOWN_SYNTHETIC_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(nameMap,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(nameMap,n,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,UNSAFE_NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,alias,UNSAFE_NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,UNSAFE_THIS,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,UNSAFE_NAMESPACE_REDEFINED_WARNING,alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,parent,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_EXTERNS_ERROR,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_EXTERNS_ERROR,originalName),NAMESPACE_REDEFINED_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_EXTERNS_ERROR,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,UNKNOWN_EXTERNS_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,alias,UNKNOWN_EXTERNS_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,originalName,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,originalName),NAMESPACE_REDEFINED_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,alias,UNKNOWN_SYNTHETIC_ERROR,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(nameMap,n,UNSAFE_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,UNSAFE_NAMESPACE_WARNING,originalName),NAMESPACE_REDEFINED_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,INVALID_NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,INVALID_NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,INVALID_NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,INVALID_NAMESPACE_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,INVALID_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,INVALID_NAMESPACE_WARNING,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,INVALID_NAMESPACE_WARNING,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,INVALID_NAMESPACE_WARNING,NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,originalName,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,originalName,NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,parent,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,nameMap,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,nameMap,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_THIS,nameMap,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNKNOWN_SYNTHETIC_WARNING,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNKNOWN_SIGNATURES,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,nameMap,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,alias,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,alias,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,UNKNOWN_EXTERNS_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_EXTERNS_WARNING,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,UNKNOWN_EXTERNS_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,originalName,n));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(n,alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SHORT_NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNKNOWN_SYNTHETIC_WARNING,alias,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNKNOWN_SYNTHETIC_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_THIS,UNKNOWN_SYNTHETIC_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_THIS,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(sourceName,n,UNKNOWN_SYNTHETIC_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING,originalName,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,nameMap,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName,globalNames));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName,UNKNOWN_SIGNATURES));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_WARNING,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_ERROR,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,DEFAULT_NAMESPACE_REDEFINED_WARNING,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,DEFAULT_NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getLastChild(),originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(nameMap.getLastChild(),originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getLastChild(),alias);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n,ref.getLastChild(),originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(compiler.getLastChild(),originalName);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName),NAMESPACE_REDEFINED_WARNING,isQName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,DEFAULT_NAMESPACE_REDEFINED_WARNING,originalName),NAMESPACE_REDEFINED_WARNING);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName),NAMESPACE_REDEFINED_WARNING,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,NAMESPACE_REDEFINED_WARNING,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(name,n,UNSAFE_THIS,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,name,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,UNKNOWN_SYNTHETIC_WARNING,name));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(compiler,n,UNSAFE_THIS,name,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getFirstChild(),alias);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getFirstChild(),ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getFirstChild(),ref);parent.replaceChild(n,originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(parent.getLastChild(),ref);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(parent.getLastChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getLastChild(),n);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getLastChild(),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(sourceName,n,UNSAFE_NAMESPACE_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,ref));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,ref,NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,ref,UNSAFE_THIS,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,ref,alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(nameMap,alias,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(n,alias,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,ref.node,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,UNSAFE_NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(parent.getFirstChild(),ref);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(parent.getFirstChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getFirstChild(),parent);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING,originalName),n.getLastChild());
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName),parent.getLastChild());
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName),n.getFirstChild());
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName),n.getLastChild(),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_WARNING,originalName),n.getLastChild());
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName),n.getLastChild(),ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getLastChild(),ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getLastChild(),alias);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(ref.getLastChild(),n);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(nameMap.getLastChild(),ref);parent.replaceChild(n,ref);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNSAFE_NAMESPACE_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNSAFE_NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,NAMESPACE_REDEFINED_WARNING,alias,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,nameMap,NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(nameMap,n,NAMESPACE_REDEFINED_WARNING,alias));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430writer.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING,nameMap));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(n,alias,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(n,alias,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,parent,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING,UNSAFE_THIS));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName),n,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNKNOWN_SYNTHETIC_WARNING,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,INVALID_NAMESPACE_REDEFINED_WARNING,originalName),n);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,n,UNSAFE_THIS,originalName),parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,DN,NAMESPACE_REDEFINED_WARNING,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,originalName,DN));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,DN,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,alias,DN,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430parser.report(JSError.make(alias,DN,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(parent.getFirstChild(),originalName);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getFirstChild(),originalName,parent);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(parent.getFirstChild(),originalName);
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(n.getFirstChild(),alias);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430NodeUtil.copyNameAnnotations(nameMap.getFirstChild(),originalName);compiler.reportCodeChange();
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(alias,parent,UNSAFE_THIS,originalName));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNSAFE_NAMESPACE_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(nameMap,n,UNSAFE_NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430compiler.report(JSError.make(n,nameMap,NAMESPACE_REDEFINED_WARNING));
projects/Closure89/src/com/google/javascript/jscomp/CollapseProperties.java430report(JSError.make(alias,n,NAMESPACE_REDEFINED_WARNING));
