projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891input=input.trim();
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891input=this.input.trim();
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891input=(input!=null)?null:input.trim();
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan<DoubleMetaphone>cleanInput=newDoubleMetaphone(input.trim(),input.toUpperCase(Locale.ENGLISH),input.toUpperCase(Locale.ENGLISH));cleanInput.addChangeListener(this);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){Stringinput=input.toUpperCase(java.util.Locale.ENGLISH);if(input!=null){returnDoubleMetaphoneResult.NULL;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalStringinput=input.toUpperCase(Locale.ENGLISH);if(input==null){returnDoubleMetaphoneResult.NULL;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){Stringinput=input.toUpperCase(java.util.Locale.ENGLISH);if(input==null){returnDoubleMetaphoneResult.NULL;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalStringinput=input.toUpperCase(Locale.ENGLISH);if(input!=null){returnDoubleMetaphoneResult.NULL;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){Stringinput=input.toUpperCase(java.util.Locale.ENGLISH);if(input!=null){returnDoubleMetaphoneResult.NULL;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Stringinput=this.input.substring(0,this.input.length()-1);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(this.input!=null){input=this.input.substring(0,this.input.length());}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891input=this.input.substring(0,this.input.length()+1);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(this.input!=null){input=this.input.substring(0,this.input.length());}else{thrownewIllegalArgumentException("");}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(this.input!=null){input=this.input.substring(0,this.input.length());}else{returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){input=this.input.substring(0,this.input.length());}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891returnthis.input.toLowerCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891returnthis.input.toUpperCase(java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891returnthis.input.toLowerCase(java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891returnthis.input.toUpperCase(java.util.Locale.ENGLISH).toLowerCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingValue(this.input,Integer.toString(Locale.ENGLISH));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingValue(this.input,java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingValue(this.input,Integer.toString(java.util.Locale.ENGLISH));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingValue(this.input,Integer.toString(Integer.valueOf(input)));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Parchet.checkState(input.startsWith("[]"));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Parchet.checkState(input.startsWith(".java"));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Parchet.checkState(input.startsWith("[_]"));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Parchet.checkState(input.startsWith("[:"));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Parchet.checkState(input.startsWith("[metaphone"));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Parchet.checkState(input.startsWith("[n]"));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Parchet.checkState(input.startsWith("[n"));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(this.rawInput!=null){input=String.valueOf(this.rawInput);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(this.rawInput==null){input=String.valueOf(this.rawInput);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){input=String.valueOf(this.rawInput);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(this.rawInput!=null){input=String.valueOf(this.rawInput);}else{thrownewIllegalArgumentException("");}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(this.rawInput!=null){input=String.valueOf(this.rawInput);}else{returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Stringinput=this.rawInput.toString();
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(this.rawInput!=null){input=String.valueOf(this.rawInput);}else{thrownewIllegalStateException("");}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891input=String.valueOf(this.rawInput,java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(cleanInput!=null){Stringinput=input.trim();if(input.length()==0){returnDoubleMetaphoneResult.None.class;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){MutableStringinput=input.toUpperCase(Locale.ENGLISH);if(input!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){MutableStringinput=input.toUpperCase(Locale.ENGLISH);if(input!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){MutableStringinput=input.toUpperCase(Locale.ENGLISH);if(input==null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){MutableStringinput=dataInput.toUpperCase(Locale.ENGLISH);if(input!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalMutableStringinput=input.toUpperCase(Locale.ENGLISH);if(input!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){MutableStringinput=newMutableString(input.toUpperCase());if(input!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){MutableStringinput=sourceFile.toUpperCase(Locale.ENGLISH);if(input!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){MutableStringinput=newMutableString(input.toUpperCase(Locale.ENGLISH));if(input!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){MutableStringinput=localInput.toUpperCase(Locale.ENGLISH);if(input!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891input=input.toLowerCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Inputinput=input.toLowerCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null||input.length()==0){input=input.toUpperCase(java.util.Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null||input.length()==0){input=input.toLowerCase(java.util.Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null||input.length()==0){input=input.toUpperCase(Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan<DoubleMetaphone>cleanInput=getNativeType(DOUBLE_TYPE)+"-"+input.toUpperCase(Locale.ENGLISH);if(cleanInput!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){safeThan<DoubleMetaphone>cleanInput=getNativeType(DOUBLE_TYPE)+"-"+input.toUpperCase(Locale.ENGLISH);if(cleanInput!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){safeThan<DoubleMetaphone>cleanInput=getNativeType(DOUBLE_TYPE)+"-"+input.toUpperCase(Locale.ENGLISH);if(cleanInput!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan<DoubleMetaphone>input=getNativeType(DOUBLE_TYPE)+"-"+input.toUpperCase(Locale.ENGLISH);if(input!=null){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891returnDoubleMetaphoneResult.toLowerCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891returnDoubleMetaphoneResult.toLowerCase(Boolean.TRUE).toLowerCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingValue(input,String.valueOf(input.trim()),java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingValue(input,String.valueOf(input.trim()));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891returnDoubleMetaphoneResult.toLowerCase(Boolean.TRUE).toLowerCase(java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891returnDoubleMetaphoneResult.toLowerCase(java.util.Locale.ENGLISH).toUpperCase(java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Inputinput=DoubleMetaphoneResult.toUpperCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891returnDoubleMetaphoneResult.toUpperCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891readInput=DoubleMetaphoneResult.toUpperCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Inputinput=DoubleMetaphoneResult.toUpperCase(java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Inputinput=DoubleMetaphoneResult.toUpperCase(locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Inputinput=DoubleMetaphoneResult.toUpperCase(Boolean.FALSE);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Inputinput=DoubleMetaphoneResult.toUpperCase(Boolean.TRUE);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingType(String.valueOf(input));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingType(java.util.Locale.ENGLISH,null);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingType(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingType(null);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingType(java.util.Locale.ENGLISH,false);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingType(java.util.Locale.ENGLISH,input);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(cleanInput!=null){Stringinput=input.toUpperCase(Locale.ENGLISH);if(input!=null){returnDoubleMetaphoneResult.None.class;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(this.cleanInput!=null){Stringinput=this.cleanInput.toUpperCase(java.util.Locale.ENGLISH);returnnewDoubleMetaphoneResult(input);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(this.cleanInput!=null){Stringinput=input.trim();returnnewDoubleMetaphoneResult(input);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Stringinput=input.toUpperCase(java.util.Locale.ENGLISH);returnnewDoubleMetaphoneResult(input);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(this.cleanInput!=null){Stringinput=this.cleanInput.trim();returnnewDoubleMetaphoneResult(input);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){Stringinput=input.toUpperCase(Locale.ENGLISH);if(input!=null||input.length()==0){returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(cleanInput!=null){Stringinput=input.toUpperCase(Locale.ENGLISH);if(input!=null||input.length()==0){returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(cleanInput!=null){Stringinput=input.toUpperCase(java.util.Locale.ENGLISH);if(input!=null||input.length()==0){returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalStringinput=input.toUpperCase(Locale.ENGLISH);if(input!=null||input.length()==0){returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Stringinput=input.toUpperCase(Locale.ENGLISH);if(input!=null||input.length()==0){returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){if(input.length()==0||input.charAt(0)=='-')returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){if(input.length()==0||input.charAt(0)=='-')returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input.length()==0||input.charAt(0)=='-'){returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null||input.length()==0||input.charAt(0)=='-'){returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null||input.length()==0||input.charAt(0)=='-'){returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){if(input.length()==0||input.charAt(0)!='-')returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalStringinput=input.toUpperCase(Locale.ENGLISH);returnnewDoubleMetaphoneResult(input);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){Stringinput=locale.toUpperCase(Locale.ENGLISH);returnnewDoubleMetaphoneResult(input);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalStringinput=input.toUpperCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan=nullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_OBJECT));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalsafeThan<NullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_OBJECT)){input=input.trim();
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan=nullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_OBJECT);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan(null,nullPointerException)&&isEnabled(Feature.QUOTE_NON_NULL_OBJECT)){input=input.trim();
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan=NullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_OBJECT));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalsafeThan<NullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_OBJECT)){input=null;
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalsafeThan<NullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_OBJECT)){returnnull;
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalsafeThan<NullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_OBJECT)){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){input=DoubleMetaphoneResult.toLowerCase(Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){input=DoubleMetaphoneResult.toLowerCase(Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalStringinput=DoubleMetaphoneResult.toLowerCase(java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891while(input!=null){input=DoubleMetaphoneResult.toLowerCase(java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891this.cleanInput=DoubleMetaphoneResult.toLowerCase(java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingValue(null,java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingValue(null,Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891aughtExceptionHandler.handleMissingValue(String.valueOf(input),null);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan=nullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_NON_NULL_NAME)){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan=NullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_NON_NULL_NAME)){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan(null,nullPointerException)&&isEnabled(Feature.QUOTE_NON_NULL_NON_NULL_NAME)){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan(NullPointerException)&&isEnabled(Feature.QUOTE_NON_NULL_NON_NULL_NAME)){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891finalsafeThan<NullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_NON_NULL_NAME)){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan=nullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_NON_NULL_NAME));
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan(null)&&isEnabled(Feature.QUOTE_NON_NULL_NON_NULL_NAME)){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan(null,nullPointerException&&isEnabled(Feature.QUOTE_NON_NULL_NON_NULL_NAME)){input=input.trim();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891null=JsonStringEncoder.getInstance().getNativeType(JSTypeNative.UNKNOWN_TYPE);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891null=JsonStringEncoder.getInstance().getNativeType(NULL_TYPE);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891null=JsonStringEncoder.getInstance().getNativeType(JSTypeNative.OBJECT_TYPE);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891null=JsonStringEncoder.getInstance().getNativeType(UNKNOWN_TYPE);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891null=JsonStringEncoder.getInstance().encodeAsString(input);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891null=JsonStringEncoder.getInstance().getNativeType(JSTypeNative.NO_TYPE);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891mutableFor(input==null){input=this.input.toUpperCase(Locale.ENGLISH);}else{thrownewIllegalStateException("");}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891mutableFor(input==null){input=this.input.toUpperCase(Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891mutableFor(input==null){input=this.input.toUpperCase(Locale.ENGLISH);}elseif(input.length()==0){thrownewIllegalStateException("");}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891returnthis.input.toUpperCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891mutableFor(input==null){input=this.input.toUpperCase(Locale.ENGLISH);}elseif(input.length()==0){returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891mutableFor(input==null){input=this.input.toUpperCase(Locale.ENGLISH);}if(input.length()==0){returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891mutableFor(input==null){input=this.input.toUpperCase(Locale.ENGLISH);}else{thrownewIllegalStateException(".");}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891mutableFor(input==null){input=this.input.toUpperCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Inputinput=this.input.toUpperCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891this.input=input.toUpperCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){input=newDoubleMetaphoneResult(this.input.toUpperCase(Locale.ENGLISH));}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){safeThan<DoubleMetaphone>cleanInput=newDoubleMetaphone(input.toUpperCase());CleanInput<?>cleanInput=cleanInput.toUpperCase(Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){safeThan<DoubleMetaphone>cleanInput=newDoubleMetaphone(input.toUpperCase());CleanInput<?>cleanInput=cleanInput.toUpperCase(Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input.length()==0){safeThan<DoubleMetaphone>cleanInput=newDoubleMetaphone(input.toUpperCase());CleanInput<?>cleanInput=cleanInput.toUpperCase(Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){safeThan<DoubleMetaphone>cleanInput=newDoubleMetaphone(input.toUpperCase());CleanInput<?>cleanInput=cleanInput.toUpperCase(java.util.Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input.trim().length()==0){safeThan<DoubleMetaphone>cleanInput=newDoubleMetaphone(input.toUpperCase());CleanInput<?>cleanInput=cleanInput.toUpperCase(Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){safeThan<DoubleMetaphone>cleanInput=newDoubleMetaphone(input.toUpperCase());CleanInput<?>cleanInput=cleanInput.toUpperCase(java.util.Locale.ENGLISH
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){safeThan<DoubleMetaphone>cleanInput=newDoubleMetaphone(input.toUpperCase());CleanInput<?>cleanInput=cleanInput.toUpperCase(java.util.Locale.ENGLISH);}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input.length()==0){safeThan<DoubleMetaphone>cleanInput=newDoubleMetaphone(input.toUpperCase());CleanInput<?>cleanInput=cleanInput.toUpperCase(Locale.ENGLISH
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891safeThan<DoubleMetaphone>cleanInput=newDoubleMetaphone(input.toLowerCase());CleanInput<?>cleanInput=cleanInput.toUpperCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Stringinput=(input==null)?null:input.trim().toUpperCase(java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Stringinput=(input!=null)?null:input.trim().toUpperCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Stringinput=(input==null)?null:input.trim().toLowerCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891charinput=(input==null)?null:input.trim().toUpperCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Stringinput=(input==null)?null:input.trim().toUpperCase(JavaLocale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891Stringinput=(input==null)?null:input.trim().toUpperCase(Boolean.TRUE);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891input=String.valueOf(input).toUpperCase(java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891input=String.valueOf(input).toLowerCase(java.util.Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){input=String.valueOf(input).toLowerCase();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891input=String.valueOf(input).toLowerCase(Locale.ENGLISH);
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){input=String.valueOf(input).toLowerCase();}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891input=String.valueOf(this.input).toLowerCase();
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891input=String.valueOf(this.null).toLowerCase();
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){input=String.valueOf(input).toLowerCase();}else{returnnull;}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){input=String.valueOf(input.toUpperCase(Locale.ENGLISH));}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){input=String.valueOf(input.toUpperCase(Locale.ENGLISH));}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null||input.length()==0){input=String.valueOf(input.toUpperCase(Locale.ENGLISH));}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){input=String.valueOf(input.toUpperCase(java.util.Locale.ENGLISH));}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){input=String.valueOf(input.toLowerCase(Locale.ENGLISH));}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input==null){input=String.valueOf(input.toLowerCase(Locale.ENGLISH));}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891if(input!=null){input=String.valueOf(input.toLowerCase(java.util.Locale.ENGLISH));}
projects/Codec13/src/main/java/org/apache/commons/codec/language/DoubleMetaphone.java891returnString.valueOf(input.toUpperCase(java.util.Locale.ENGLISH));
